Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Harry Maguire,LEI,EPL,D,38,3420,38,0,0,7,0,0,2,4,0,1,3,30,8,48,15,2,18,5,14,0,28,63,46,34,30,1363,1740,2,119,269,51,263,0,1,25,7,2,5,1,0,0,0,18,0,2315,84,0,0,0,0,0,0,0,0,9,0,0,0,60,9,2,176,176,173,1,1,4,3,1,60
Jack Cork,BUR,EPL,M,38,3420,38,0,0,7,0,0,2,1,0,1,0,15,5,40,19,4,19,0,16,2,15,59,46,23,54,1276,1581,2,58,242,31,195,1,0,9,5,2,6,0,0,0,0,46,0,2099,21,0,0,0,0,0,0,2,2,4,0,0,0,39,12,0,80,80,86,0,0,1,0,2,41
Jonas Lossl,HUD,EPL,G,38,3420,38,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,3,1,2,0,0,1,0,0,6,723,1284,0,15,345,3,24,3,3,0,0,0,0,0,0,0,0,0,1,1592,0,0,0,0,0,0,0,0,0,1,0,0,0,58,10,0,37,37,419,0,0,0,0,0,3
Zanka,HUD,EPL,D,38,3420,38,0,0,6,0,0,0,2,0,1,1,13,3,79,0,0,9,1,7,0,20,55,36,45,9,1198,1561,0,88,166,3,154,1,4,11,3,0,2,0,0,0,0,0,0,2078,28,0,0,0,0,0,0,0,0,3,0,0,0,58,10,1,240,240,104,1,0,2,4,0,3
Gianluigi Donnarumma,MIL,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,836,1085,0,5,290,1,8,3,4,0,0,0,0,0,0,0,0,0,1,1405,2,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,34,34,247,0,0,0,0,0,1
Milan Skriniar,INT,SERI,D,38,3420,38,0,0,2,0,0,4,0,1,0,0,21,10,35,0,0,8,0,8,0,26,86,55,40,29,2170,2380,0,69,280,19,198,0,0,17,7,4,4,3,0,0,0,15,1,2860,30,0,0,0,0,0,0,0,0,2,0,0,0,30,17,0,172,172,101,2,0,0,2,3,19
Asmir Begovic,BOU,EPL,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,7,485,945,0,11,349,0,15,5,2,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,1,37,37,244,0,0,0,0,0,0
Benjamin Lecomte,MTP,FRAN,G,38,3420,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,1,3,4,597,928,0,20,387,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,1,29,29,310,0,0,0,0,0,1
Baptiste Reynet,DIJ,FRAN,G,38,3420,38,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,6,4,0,7,977,1416,0,15,413,3,27,0,1,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,44,44,384,0,0,0,0,0,3
Mathew Ryan,BHA,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,505,1053,0,13,335,0,13,2,1,0,0,0,0,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,0,23,23,364,0,0,0,0,0,0
Alex Cordaz,CRO,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,2,456,1081,0,8,353,0,8,3,1,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,38,38,341,0,0,0,0,0,0
Karl-Johan Johnsson,GUI,FRAN,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,595,1015,0,14,324,1,16,2,2,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,27,27,316,0,0,0,0,0,1
Stefano Sorrentino,CHV,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,601,1015,0,7,317,0,14,2,1,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,37,37,290,0,0,0,0,0,0
Samir Handanovic,INT,SERI,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,699,870,0,10,301,0,11,0,1,0,0,0,0,0,0,0,0,0,1,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,1,15,15,157,0,0,0,0,0,0
Jordan Pickford,EVE,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,1,6,517,1162,0,18,393,0,22,2,3,1,0,0,0,0,0,0,0,0,0,1556,1,0,0,0,0,0,0,0,0,0,0,0,0,58,10,1,49,49,336,0,0,0,0,0,0
Lukasz Fabianski,SWA,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,593,1112,0,15,365,0,17,0,2,0,0,0,0,0,0,0,0,0,0,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,0,25,25,339,0,0,0,0,0,0
Thomas Strakosha,LAZ,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,5,721,1010,0,7,305,0,12,2,2,0,0,0,0,0,0,0,0,0,0,1377,1,0,0,0,0,0,0,0,0,0,0,0,0,49,11,0,24,24,294,0,0,0,0,0,1
Alfie Mawson,SWA,EPL,D,38,3420,38,0,0,3,0,0,2,1,0,1,0,20,6,34,2,1,5,1,4,0,32,32,22,19,11,1415,1743,1,122,219,23,186,1,4,17,4,2,3,2,0,0,0,14,0,2211,40,0,0,0,0,0,0,0,0,3,0,0,0,56,9,0,222,222,190,1,0,1,3,1,26
Alban Lafont,TFC,FRAN,G,38,3420,38,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,6,651,1098,0,6,355,1,13,3,2,1,0,0,0,0,0,0,0,0,0,1458,1,0,0,0,0,0,0,0,0,2,0,0,0,54,12,1,35,35,348,0,0,0,0,0,1
Lewis Dunk,BHA,EPL,D,38,3420,38,0,0,7,0,0,1,1,0,0,1,27,9,70,7,2,11,1,10,0,58,66,33,36,17,1171,1496,2,122,251,10,213,0,2,25,8,1,2,1,0,0,0,8,4,2097,43,0,0,0,0,0,0,0,0,6,1,0,0,54,10,0,222,222,164,1,1,0,3,1,13
Francesco Acerbi,SAS,SERI,D,38,3420,38,0,0,4,0,0,0,0,0,0,0,15,2,88,12,3,10,1,10,0,21,51,32,31,32,1367,1607,3,104,261,17,203,0,1,10,2,0,5,0,0,0,0,9,1,2222,21,0,0,0,0,0,0,0,0,7,0,0,0,59,10,1,244,244,189,0,0,1,3,0,23
Gerard Moreno,ESP,LIGA,F,38,3413,38,0,1,4,0,0,16,1,0,1,0,105,48,19,39,3,44,7,42,0,6,41,28,56,78,838,1197,3,138,146,63,314,0,0,86,42,15,19,6,1,0,0,80,0,1919,205,2,1,0,1,0,0,0,0,22,2,0,0,42,11,0,46,46,74,5,0,36,11,11,113
Ahmed Hegazi,WBA,EPL,D,38,3387,38,0,1,4,0,0,2,0,0,0,0,14,4,58,10,3,7,0,7,0,37,58,38,24,12,868,1185,3,104,183,22,192,1,1,12,4,2,2,0,0,0,0,8,0,1765,36,0,0,0,0,0,0,0,0,3,0,0,0,55,10,0,270,270,136,0,0,2,2,2,29
Renaud Cohade,FCM,FRAN,M,38,3302,38,0,4,5,0,0,1,3,3,3,0,37,7,53,66,21,43,4,37,3,10,146,89,52,27,1516,1931,17,87,265,30,289,0,0,5,1,0,32,6,1,0,0,40,0,2667,27,0,0,0,0,7,1,8,5,13,0,0,0,71,4,0,79,79,171,0,0,3,0,0,53
Jose Maria Callejon,NAP,SERI,F,38,3246,38,0,16,3,0,0,10,10,2,6,4,64,32,22,204,42,74,12,49,15,5,32,27,28,47,1214,1440,13,24,158,11,112,0,0,52,28,9,12,4,1,2,0,22,0,2040,142,0,0,0,0,0,0,148,116,33,0,0,0,26,11,0,30,30,56,1,0,18,14,5,30
Fernando Pacheco,ALA,LIGA,G,38,3357,37,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,480,952,0,6,297,1,8,3,1,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,23,23,345,0,0,0,0,0,1
Nathan Ake,BOU,EPL,D,38,3353,37,1,1,5,0,0,2,3,0,2,1,18,8,49,5,1,9,2,6,0,24,54,33,27,19,1333,1591,1,104,177,10,186,0,2,18,8,2,0,0,0,0,0,6,0,2104,47,0,0,0,0,0,0,0,0,2,0,0,0,59,6,0,228,228,86,0,2,2,3,1,11
Ciprian Tatarusanu,FCN,FRAN,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3,514,911,0,14,327,0,16,1,2,0,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,1,38,38,264,0,0,0,0,0,1
Regis Gurtner,ASC,FRAN,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,9,550,1157,0,10,378,2,17,1,1,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,1,32,32,344,0,0,0,0,0,2
Pepe Reina,NAP,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,3,813,1008,0,8,278,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,20,20,228,0,0,0,0,0,0
Salvatore Sirigu,TOR,SERI,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,729,1108,0,15,330,2,20,0,3,0,0,0,0,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,47,47,306,0,0,0,0,0,2
Cesar Azpilicueta,CHE,EPL,D,37,3330,37,0,0,1,0,0,2,6,1,6,0,13,3,54,81,16,31,11,25,0,22,80,59,25,13,2393,2759,16,81,207,6,179,0,1,6,3,2,7,0,0,0,0,7,1,3340,27,0,0,0,0,0,0,0,0,10,0,0,0,38,15,0,119,119,124,7,0,1,0,2,9
Alisson Becker,ROM,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,1,3,855,1083,0,8,374,6,18,0,4,0,0,0,0,0,0,0,0,0,0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,37,37,275,0,0,0,0,0,6
David Lopez,ESP,LIGA,D,37,3330,37,0,0,6,0,0,1,0,0,0,0,14,6,67,3,0,7,1,7,0,26,67,49,45,25,1556,1913,0,65,240,7,160,0,0,12,5,1,2,1,0,0,0,11,0,2376,27,0,0,0,0,0,0,0,0,5,0,0,0,41,12,2,157,157,158,0,1,2,2,1,12
Marc-Andre ter Stegen,BAR,LIGA,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,883,1110,0,3,284,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,26,26,229,0,0,0,0,0,1
Jan Oblak,ATL,LIGA,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,3,401,799,0,5,284,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,1,12,12,215,0,0,0,0,0,3
Ben Foster,WBA,EPL,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,1,3,497,1079,0,5,330,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,0,0,1,0,0,0,55,10,0,17,17,367,0,0,0,0,0,2
Mattia Perin,GEN,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,663,1141,0,9,356,0,11,1,1,0,0,0,0,0,0,0,0,1,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,32,32,375,0,0,0,0,0,0
David de Gea,MUN,EPL,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,542,942,0,2,292,1,6,0,3,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,15,15,260,0,0,0,0,0,1
Abdoulaye Doucoure,WAT,EPL,M,37,3325,37,0,1,10,0,0,7,3,0,3,0,47,17,54,25,6,40,1,37,0,10,78,51,44,26,1878,2245,6,43,347,41,187,0,0,20,10,5,27,7,2,1,0,46,0,2803,70,0,0,0,0,0,0,0,0,10,0,0,0,63,9,1,55,55,84,2,0,2,1,2,53
Christophe Kerbrat,GUI,FRAN,D,37,3321,37,0,1,4,0,0,1,0,0,0,0,7,2,62,5,1,4,0,4,0,41,60,43,11,29,1359,1636,1,42,182,5,130,0,2,5,2,1,2,0,0,0,0,6,0,2166,17,0,0,0,0,0,0,1,1,3,0,0,0,55,11,1,243,243,177,1,1,0,0,1,5
Andrea Consigli,SAS,SERI,G,37,3317,37,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,579,927,0,14,328,0,22,5,1,0,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,0,45,45,320,0,0,0,0,0,0
Ivan Perisic,INT,SERI,F/M,37,3316,37,0,3,4,0,0,11,9,1,8,1,116,40,45,200,22,74,14,63,2,6,47,31,26,20,1047,1389,21,67,138,32,165,0,0,80,32,9,36,8,2,1,0,34,1,2180,240,0,0,0,0,1,1,14,0,71,2,0,0,27,15,0,57,57,45,2,0,26,11,4,53
Shane Duffy,BHA,EPL,D,37,3294,37,0,2,8,0,0,0,1,0,0,1,28,5,50,3,2,8,2,7,0,59,31,19,33,25,1038,1357,2,197,161,6,253,1,4,28,5,0,0,0,0,0,1,2,0,1957,66,0,0,0,0,0,0,0,0,6,0,0,0,52,9,1,326,326,133,0,0,7,2,0,7
Pablo Zabaleta,WHU,EPL,D,37,3291,37,0,2,9,0,0,0,1,0,1,0,6,1,60,71,13,17,0,15,1,13,94,65,33,34,847,1157,13,57,182,7,191,0,0,5,0,0,1,1,0,0,0,13,1,2133,22,0,0,0,0,0,0,0,0,15,0,0,0,62,10,2,123,123,54,1,0,1,0,0,14
Lukas Lerager,GDB,FRAN,M,37,3287,37,0,3,8,0,0,3,1,0,1,0,41,12,65,21,4,23,3,22,0,8,106,74,72,52,1216,1581,4,103,225,8,267,1,0,27,6,3,14,6,0,0,0,30,0,2130,74,0,0,0,0,0,0,0,0,12,0,0,0,47,9,0,61,61,74,0,0,5,2,2,14
Franck Kessie,MIL,SERI,M,37,3268,37,0,5,9,0,0,5,3,0,2,1,74,23,27,66,15,44,4,41,0,11,47,33,68,46,1462,1727,15,47,230,48,186,2,1,44,14,4,30,9,1,0,0,66,0,2382,141,4,3,0,1,0,0,3,1,32,0,0,0,40,9,2,39,39,60,1,0,4,3,4,75
Granit Xhaka,ARS,EPL,M,38,3266,37,1,7,10,0,0,1,7,2,2,5,66,17,36,102,29,39,3,22,10,9,78,57,57,42,2708,3116,1,49,261,18,184,3,1,8,0,0,58,17,1,0,0,20,0,3687,24,0,0,0,0,15,6,89,75,14,8,2,0,50,11,0,64,64,189,2,0,0,0,0,24
Christopher Schindler,HUD,EPL,D,37,3266,37,0,1,6,1,1,0,1,0,0,1,10,0,74,4,0,9,3,8,0,30,83,61,30,21,1129,1389,0,154,157,2,257,0,1,10,0,0,0,0,0,1,0,1,0,1974,34,0,0,0,0,0,0,0,0,2,0,0,0,53,9,0,266,266,92,0,2,1,1,0,2
Nicolas N'Koulou,TOR,SERI,M/D,37,3259,37,0,2,4,0,0,2,0,0,0,0,15,4,57,1,1,6,1,6,0,22,56,39,43,28,1496,1678,1,79,259,21,181,0,1,13,4,2,2,0,0,0,0,7,0,2127,23,0,0,0,0,0,0,0,0,2,0,0,0,45,8,2,156,156,101,0,0,0,0,1,24
Jamie Vardy,LEI,EPL,F,37,3255,37,0,11,3,0,0,20,1,0,1,0,71,35,2,39,9,32,5,31,0,1,15,9,29,27,280,463,9,76,73,24,141,0,0,61,34,20,10,1,0,0,0,13,0,842,169,6,5,0,1,0,0,1,0,31,0,0,0,57,4,0,17,17,13,0,0,44,6,14,57
Federico Ceccherini,CRO,SERI,D,37,3231,37,0,2,4,0,1,1,1,0,0,1,16,4,79,4,1,10,0,9,0,22,36,22,42,36,1015,1250,1,76,183,17,162,1,0,13,3,1,3,1,0,0,0,7,0,1844,34,0,0,0,0,0,0,0,0,2,0,0,0,62,4,3,265,265,104,0,0,6,0,0,21
Christian Eriksen,TOT,EPL,M,37,3226,37,0,8,0,0,0,11,9,1,5,4,98,40,32,221,49,94,14,63,22,1,51,29,14,21,1860,2259,9,19,227,29,119,0,0,35,17,8,63,23,3,1,0,72,0,3018,97,0,0,0,0,36,12,125,102,38,17,8,1,33,13,0,17,17,134,7,0,1,2,4,53
Marco Sportiello,FIO,SERI,G,37,3202,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,591,841,0,12,311,0,15,1,3,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,26,26,186,0,0,0,0,0,0
Lucas Tousart,OL,FRAN,M,37,3137,37,0,8,8,0,0,0,0,2,0,0,16,1,57,5,0,13,0,13,0,16,100,61,41,21,1321,1535,0,77,200,19,214,0,0,12,1,0,4,0,0,0,0,21,0,1984,24,0,0,0,0,0,0,0,0,6,0,0,0,38,11,1,71,71,65,1,0,0,2,0,25
Simone Padoin,CAG,SERI,M/D,37,3114,37,0,12,4,0,0,1,1,0,1,0,15,2,24,106,26,34,5,30,3,14,22,18,24,28,813,1032,25,10,150,12,71,0,0,6,1,1,9,1,0,0,0,21,0,1653,34,0,0,0,0,0,0,3,2,21,0,0,0,52,8,0,57,57,48,0,0,3,1,1,21
Rolando Mandragora,CRO,SERI,M,36,3240,36,0,0,8,0,0,2,0,1,0,0,34,9,86,40,14,24,3,18,6,13,91,60,55,58,1068,1323,5,69,212,10,222,0,0,7,4,1,27,5,1,0,0,12,0,1856,18,0,0,0,0,8,4,19,15,5,1,0,0,57,5,1,63,63,69,2,0,2,0,1,15
Hugo Lloris,TOT,EPL,G,36,3240,36,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,750,996,0,9,296,1,12,5,3,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,1,54,54,218,0,1,0,0,0,1
Benoit Costil,GDB,FRAN,G,36,3240,36,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,3,611,1018,0,5,311,3,10,2,2,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,20,20,286,0,0,0,0,0,3
Marko Dmitrovic,EIB,LIGA,G,36,3240,36,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,4,4,0,5,488,1065,0,15,337,5,27,2,0,0,0,0,0,0,0,0,0,1,0,1336,0,0,0,0,0,0,0,0,0,3,0,0,0,49,10,0,44,44,358,0,1,0,0,0,6
Luis Hernandez,MAG,LIGA,D,36,3240,36,0,0,8,0,0,0,1,0,0,1,4,0,77,8,2,6,1,5,0,21,49,43,42,10,1130,1413,2,48,190,3,110,1,0,4,0,0,0,0,0,0,0,4,0,1851,10,0,0,0,0,0,0,0,0,4,0,0,0,57,6,3,181,181,141,1,0,3,0,0,3
Dale Stephens,BHA,EPL,M,36,3240,36,0,0,6,0,0,0,3,0,2,1,18,2,64,0,0,17,2,14,0,16,103,62,50,17,1472,1759,0,28,292,18,166,0,1,6,0,0,12,2,0,0,0,18,0,2187,20,0,0,0,0,0,0,0,0,4,0,0,0,50,10,1,67,67,148,1,0,0,0,0,23
Frederic Guilbert,CAE,FRAN,D,36,3240,36,0,0,12,0,0,1,2,1,2,0,13,3,91,127,25,16,4,12,2,13,139,90,58,37,796,1052,25,98,220,24,294,0,0,6,3,1,7,0,0,0,0,40,0,2218,13,0,0,0,0,0,0,0,0,17,0,0,0,49,13,0,120,120,69,0,0,1,1,1,42
Kamil Glik,ASM,FRAN,D,36,3240,36,0,0,8,0,0,3,3,0,1,2,24,8,62,0,0,8,3,5,0,18,35,22,41,32,1359,1677,0,95,140,3,157,0,2,24,8,3,0,0,0,0,0,3,0,2188,39,0,0,0,0,0,0,0,0,3,0,0,0,37,14,1,271,271,151,0,0,2,3,2,4
Djene Dakonam,GET,LIGA,D,36,3239,36,0,1,8,0,0,1,0,0,0,0,11,2,78,10,2,3,0,3,0,14,87,65,52,26,683,967,2,71,245,30,213,0,1,9,2,1,2,0,0,0,0,13,0,1509,28,0,0,0,0,0,0,0,0,4,0,0,0,32,13,1,186,186,86,0,1,1,0,0,33
Nicolas,VNA,SERI,G,36,3239,36,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,2,11,634,1190,0,10,420,0,19,2,5,0,0,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,1,30,30,377,0,0,0,0,0,0
Rodri,VIL,LIGA,M,37,3228,36,1,2,8,0,0,1,3,0,3,0,32,10,52,5,0,23,3,19,1,21,104,71,77,35,2225,2472,0,100,320,26,263,1,0,17,5,1,15,5,0,0,0,22,0,2973,34,0,0,0,0,0,0,0,0,9,0,0,0,45,10,0,96,96,162,1,0,2,1,0,29
Jordan Veretout,FIO,SERI,M,36,3212,36,0,4,10,0,1,8,1,1,1,0,62,19,38,121,39,52,4,34,17,4,65,45,42,29,1711,2033,6,35,242,34,162,0,0,11,8,5,51,11,3,1,0,33,0,2628,26,3,2,0,1,10,5,72,69,16,11,4,2,38,12,0,50,50,125,1,0,0,1,5,46
Jimmy Briand,GUI,FRAN,F,37,3211,36,1,4,4,0,0,11,2,0,2,0,73,25,14,20,2,27,2,24,1,2,37,23,48,95,730,972,1,70,138,23,216,0,0,58,23,11,15,2,0,0,0,60,0,1562,124,4,3,0,1,0,0,1,1,16,0,0,0,51,10,1,48,48,11,4,0,36,7,8,42
Jan Vertonghen,TOT,EPL,D,36,3205,36,0,2,4,0,0,0,0,0,0,0,24,4,60,15,2,12,2,10,2,11,64,41,20,25,2147,2488,2,118,247,30,235,0,0,10,2,0,14,2,0,0,0,6,0,3016,28,0,0,0,0,0,0,0,0,5,0,0,0,31,15,1,170,170,164,1,0,1,1,0,38
Jonny,CEL,LIGA,M/D,36,3203,36,0,2,10,0,0,2,1,0,1,0,15,4,93,51,11,22,2,21,0,8,102,78,50,37,1459,1740,11,37,213,45,219,1,0,7,2,2,8,2,0,0,1,36,0,2714,46,0,0,0,0,0,0,0,0,10,0,0,0,56,6,1,73,73,91,5,1,1,1,2,74
Ederson,MCI,EPL,G,36,3195,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,792,928,0,12,286,1,20,2,4,0,0,0,0,0,0,0,0,1,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,0,29,29,147,0,0,0,0,0,1
Lucas Torreira,SMP,SERI,M,36,3184,36,0,5,6,0,0,4,1,2,0,1,33,10,73,122,30,36,2,17,18,17,104,75,46,83,1902,2184,2,22,298,35,241,0,1,4,2,0,29,8,4,0,0,35,0,2854,12,0,0,0,0,25,8,98,87,11,6,2,2,53,7,1,31,31,91,1,0,1,1,0,44
Romulo,VNA,SERI,M/D,37,3172,36,1,4,7,0,0,3,5,0,3,2,29,8,43,193,40,50,4,35,10,2,58,44,30,30,1024,1282,27,8,219,58,154,0,0,16,6,3,13,2,0,0,0,43,0,2069,41,2,2,0,0,18,3,60,53,25,5,0,0,73,6,0,34,34,49,2,0,4,4,2,86
Ronny Rodelin,CAE,FRAN,F,37,3167,36,1,6,1,0,0,5,5,0,4,1,108,30,28,76,11,57,12,52,0,2,34,22,23,32,928,1265,11,140,172,56,260,1,0,54,14,3,54,16,2,0,0,58,0,1883,106,1,0,1,0,0,0,0,0,30,9,4,0,46,10,0,39,39,84,4,0,13,9,1,73
Martin Olsson,SWA,EPL,D,36,3154,36,0,5,7,0,0,0,1,0,1,0,18,1,31,163,23,14,0,13,0,4,34,26,27,25,842,1146,23,47,156,11,116,0,0,8,0,0,10,1,0,0,0,26,0,1948,29,0,0,0,0,0,0,0,0,24,1,0,0,50,8,2,67,67,46,0,0,2,1,0,27
Joe Allen,STK,EPL,M,36,3142,36,0,3,8,0,0,2,6,0,5,1,24,4,58,37,11,31,4,24,1,9,96,62,49,49,1101,1358,5,36,244,44,225,0,1,14,4,2,10,0,0,0,0,68,0,1976,55,0,0,0,0,1,0,9,8,14,0,0,0,55,6,0,54,54,44,2,0,0,1,1,55
Manuel Lazzari,SPL,SERI,M/D,36,3121,36,0,5,4,0,0,2,1,0,1,0,23,5,32,169,28,27,3,26,0,7,60,47,23,84,880,1046,28,7,152,89,239,0,2,10,4,2,13,1,0,1,0,55,0,2145,45,0,0,0,0,1,0,4,0,37,0,0,0,54,4,1,49,49,40,2,0,2,0,1,157
Lorenzo Insigne,NAP,SERI,F/M,37,3103,36,1,12,4,0,0,8,11,0,11,0,177,67,17,73,10,103,23,90,1,0,29,17,10,33,2079,2441,10,4,170,62,128,0,0,104,45,7,73,22,1,0,0,56,0,3180,260,1,1,0,0,0,0,8,6,53,4,0,0,27,12,0,3,3,48,8,0,34,16,4,116
Gael Kakuta,ASC,FRAN,M,36,3092,36,0,9,3,0,0,6,6,0,5,1,54,18,28,170,43,65,12,38,20,3,52,31,17,63,841,1217,15,42,206,87,241,0,0,12,5,2,42,13,4,1,0,131,0,2101,49,1,0,1,0,35,8,81,66,27,10,4,2,35,7,0,14,14,47,4,0,7,3,0,138
Kevin De Bruyne,MCI,EPL,M,37,3083,36,1,13,2,0,0,8,16,5,15,1,94,39,25,248,61,106,19,56,33,2,62,43,30,33,2247,2694,14,15,207,63,172,0,1,22,10,3,72,29,5,1,0,60,0,3542,91,0,0,0,0,32,9,151,85,60,15,6,1,22,8,0,12,12,130,16,0,2,3,1,87
Julien Feret,CAE,FRAN,M,37,3069,36,1,12,3,0,0,0,1,0,0,1,27,2,49,130,43,71,11,40,29,7,41,27,22,33,1261,1572,7,93,283,25,189,0,2,3,0,0,24,2,0,0,0,41,0,2168,22,0,0,0,0,22,5,74,71,17,0,0,0,48,9,1,53,53,115,5,0,0,0,0,38
