Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Lukas Rupp,HOF,BUND,M,21,1163,15,6,11,1,0,0,3,2,0,1,1,16,7,16,17,6,17,3,15,0,0,36,32,31,23,342,441,5,4,84,14,77,1,1,12,6,3,4,1,0,0,0,32,0,716,37,0,0,0,0,0,0,2,2,7,0,0,0,19,2,0,10,10,10,0,0,0,0,3,38
Piotr Zielinski,NAP,SERI,M,36,1659,14,22,8,3,0,0,4,2,0,2,0,39,15,13,14,1,36,4,34,0,3,31,19,13,26,1132,1286,1,7,101,42,106,0,1,11,6,3,28,9,1,0,1,21,0,1619,47,0,0,0,0,0,0,0,0,17,0,0,0,17,1,0,16,16,41,3,0,2,0,3,63
Sergio Garcia,ESP,LIGA,F,33,1629,14,19,4,4,0,0,2,6,0,6,0,39,17,10,19,5,27,7,21,0,3,15,12,18,35,312,427,5,17,65,22,88,0,0,24,11,2,15,6,0,0,0,42,0,753,76,0,0,0,0,0,0,0,0,13,2,0,0,15,7,0,10,10,16,0,0,13,3,2,47
Diego Farias,CAG,SERI,F,28,1603,14,14,7,4,0,0,1,5,1,5,0,44,17,8,35,10,20,2,13,2,0,21,15,27,24,413,504,7,9,75,31,84,0,0,30,14,0,14,3,1,0,0,39,0,888,88,1,0,0,1,0,0,12,8,21,0,0,0,26,0,0,6,6,15,1,0,15,11,0,67
Peter Crouch,STK,EPL,F,31,1555,14,17,4,4,0,0,5,2,0,2,0,23,9,1,3,2,21,5,19,0,4,2,0,40,11,373,634,2,243,40,6,262,0,0,18,8,5,5,1,0,0,0,22,0,811,84,0,0,0,0,0,0,0,0,4,0,0,0,27,0,0,31,31,3,1,0,14,3,5,8
Alex Oxlade-Chamberlain,LIV,EPL,M,32,1484,14,18,9,3,0,0,3,7,2,7,0,38,15,20,70,17,34,4,21,6,0,32,21,16,9,584,713,8,11,91,40,91,0,0,16,7,2,22,8,1,0,0,24,0,1079,53,0,0,0,0,3,0,32,31,15,0,0,0,20,3,0,7,7,50,5,0,2,0,1,54
Filippo Costa,SPL,SERI,M,23,1468,14,9,6,4,0,0,0,1,0,1,0,7,1,22,103,19,14,2,9,4,6,19,12,16,26,377,493,14,14,67,17,75,0,0,4,0,0,3,1,0,1,0,17,0,994,9,0,0,0,0,7,1,24,16,17,2,1,0,21,1,1,32,32,36,0,0,0,0,0,27
Andrea Barzagli,JUV,SERI,D,25,1433,14,11,0,2,0,0,0,1,0,1,0,1,0,16,3,2,4,1,2,1,7,26,15,10,10,1126,1220,2,23,88,2,60,0,0,0,0,0,1,0,0,0,0,3,1,1402,1,0,0,0,0,0,0,0,0,2,0,0,0,9,8,0,46,46,99,0,0,0,0,0,3
Jules Iloki,FCN,FRAN,M,26,1423,14,12,11,1,0,0,0,0,1,0,0,11,4,12,81,27,25,2,22,3,0,12,8,14,13,308,411,24,11,65,9,45,0,0,7,4,0,4,0,0,0,0,12,0,641,25,0,0,0,0,1,0,6,6,15,1,0,0,15,1,0,12,12,10,0,0,5,4,0,13
Massimo Coda,BEN,SERI,F,24,1411,14,10,5,1,0,0,4,1,0,1,0,61,20,6,7,1,20,1,19,0,2,12,9,18,8,240,336,1,39,41,15,74,0,0,35,12,3,26,8,1,0,1,28,0,583,69,1,1,0,0,0,0,0,0,8,2,1,1,37,0,0,11,11,13,2,0,23,6,1,32
Benjamin Jeannot,DIJ,FRAN,F,24,1402,14,10,4,4,0,0,4,1,0,1,0,27,9,6,5,1,12,2,10,0,3,11,6,24,17,242,342,1,49,39,6,82,0,0,20,6,3,7,3,1,0,0,35,0,554,51,0,0,0,0,0,0,0,0,5,1,0,0,32,1,0,25,25,8,2,0,14,1,3,11
James McClean,WBA,EPL,F/M,30,1395,14,16,6,7,0,0,1,0,0,0,0,30,6,19,88,19,18,0,17,1,4,40,28,35,12,260,359,19,16,91,23,90,0,0,16,1,0,14,5,1,0,0,28,1,736,32,0,0,0,0,1,0,12,11,21,1,0,0,21,3,0,15,15,5,0,0,5,1,0,41
Maxime Lopez,OM,FRAN,M,24,1374,14,10,4,2,0,0,0,1,1,1,0,10,4,8,46,13,31,3,24,5,2,30,20,32,18,1270,1379,9,3,98,16,67,0,1,4,3,0,6,1,0,0,0,11,0,1596,21,0,0,0,0,4,1,20,16,7,1,1,0,16,5,0,5,5,52,0,0,1,1,0,23
Andre Hahn,HAM,BUND,F,23,1353,14,9,3,0,0,0,3,0,0,0,0,42,16,10,38,8,8,1,7,1,2,33,24,40,18,172,327,8,71,43,4,123,0,0,27,10,3,15,6,0,0,0,24,0,651,56,0,0,0,0,0,0,1,0,11,0,0,0,25,2,0,23,23,5,1,0,13,3,2,31
Javier Pastore,PSG,FRAN,M,25,1344,14,11,8,2,0,0,4,5,1,5,0,24,10,10,12,5,27,9,20,1,0,32,20,13,14,817,992,5,4,71,27,77,0,1,15,7,3,9,3,1,0,0,26,0,1256,68,0,0,0,0,0,0,7,1,10,0,0,0,12,3,0,11,11,32,11,0,2,2,1,42
Mikel Merino,NEW,EPL,M,24,1343,14,10,6,4,0,0,1,1,1,0,1,16,6,34,3,0,16,1,14,1,8,56,40,30,29,645,813,0,39,139,28,151,0,0,3,1,1,13,5,0,0,0,34,0,1164,15,0,0,0,0,0,0,1,0,2,0,0,0,18,2,0,23,23,41,0,0,0,0,0,40
Lukas Klunter,KLN,BUND,D,19,1336,14,5,4,6,0,0,1,0,0,0,0,17,6,15,53,7,13,1,13,0,2,25,20,22,18,257,375,7,18,54,29,89,0,1,8,4,1,9,2,0,0,0,12,0,762,36,0,0,0,0,0,0,0,0,17,0,0,0,26,2,1,18,18,16,0,1,5,3,1,62
Konrad Laimer,RBL,BUND,M,22,1331,14,8,3,2,0,0,0,2,0,2,0,5,0,18,13,5,13,2,11,0,2,57,39,33,6,474,616,5,22,62,9,93,0,0,2,0,0,3,0,0,0,0,16,0,987,22,0,0,0,0,0,0,0,0,3,0,0,0,19,2,0,23,23,22,1,1,0,1,0,27
Sergi Enrich,EIB,LIGA,F,19,1330,14,5,6,2,0,0,3,1,0,1,0,32,11,6,5,0,15,2,14,0,1,11,8,20,28,285,420,0,64,58,4,107,0,0,25,8,3,7,3,0,0,1,31,1,636,68,0,0,0,0,0,0,0,0,10,0,0,0,23,3,0,7,7,11,0,0,20,1,3,7
Kevin Wimmer,STK,EPL,D,17,1321,14,3,1,5,0,0,0,0,0,0,0,1,0,30,2,0,3,0,3,0,12,24,17,20,6,387,504,0,19,55,2,51,0,0,1,0,0,0,0,0,0,0,1,0,782,6,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,78,78,44,0,1,0,0,0,6
Marcel Heller,AUG,BUND,M,24,1300,14,10,11,1,0,1,0,1,0,1,0,11,4,10,83,13,15,3,14,0,1,37,24,22,15,172,264,13,3,62,8,63,0,0,10,4,0,1,0,0,0,1,29,0,546,50,0,0,0,0,0,0,0,0,19,0,0,0,21,1,0,6,6,4,0,0,11,4,0,19
Fernando Marcal,OL,FRAN,D,18,1294,14,4,3,1,0,0,0,3,1,3,0,2,1,27,27,5,17,2,14,0,6,34,20,16,25,700,837,5,31,81,2,90,0,0,1,1,0,1,0,0,0,0,9,0,1234,12,0,0,0,0,0,0,0,0,6,0,0,0,9,5,1,54,54,37,0,0,1,0,0,10
Orestis Karnezis,WAT,EPL,G,15,1291,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,167,373,0,5,144,0,8,2,1,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,7,7,131,0,0,0,0,0,0
Alexander Hack,MAI,BUND,D,15,1288,14,1,1,2,0,0,1,0,0,0,0,12,4,32,4,1,5,0,5,0,18,46,34,10,19,497,648,1,72,59,5,135,0,2,8,2,1,4,2,0,0,0,1,0,903,19,0,0,0,0,0,0,0,0,2,0,0,0,21,4,0,80,80,59,0,0,1,0,0,7
Stefan Ilsanker,RBL,BUND,M,21,1285,14,7,2,2,1,1,0,1,0,1,0,5,1,31,10,2,9,1,7,1,10,37,29,32,13,743,883,2,35,72,4,89,1,0,3,1,0,2,0,0,0,0,4,0,1116,8,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,54,54,54,2,0,1,1,0,6
Jean-Kevin Augustin,RBL,BUND,M,25,1272,14,11,12,1,0,0,9,5,1,4,1,37,18,5,12,3,15,4,10,0,1,16,11,21,43,223,280,3,18,29,22,98,0,0,30,15,6,7,3,3,0,0,50,0,600,96,2,1,0,1,0,0,1,0,17,0,0,0,19,0,0,4,4,6,1,0,13,7,6,68
Antonio Rukavina,VIL,LIGA,D,17,1269,14,3,1,5,0,0,0,0,0,0,0,2,0,16,27,6,8,0,8,0,3,25,22,18,3,387,464,6,9,59,1,38,0,0,2,0,0,0,0,0,0,0,0,0,772,5,0,0,0,0,0,0,0,0,2,0,0,0,17,4,1,57,57,27,1,0,0,0,0,3
Alberto Moreno,LIV,EPL,D,16,1264,14,2,0,1,0,0,0,0,0,0,0,12,2,12,51,10,15,0,14,1,2,35,26,8,19,660,783,9,10,69,6,69,0,0,1,0,0,11,2,0,0,0,4,0,1138,16,0,0,0,0,1,0,3,3,12,1,0,0,19,6,0,39,39,35,1,0,0,0,0,9
Mauricio Lemos,LP,LIGA,D,16,1262,14,2,4,6,0,0,0,0,0,0,0,16,2,25,0,0,4,0,3,1,13,23,11,18,3,728,829,0,14,96,6,46,0,1,3,0,0,13,2,0,0,0,3,0,987,6,0,0,0,0,0,0,0,0,3,9,1,0,33,2,1,50,50,91,0,0,0,0,0,7
Virgil van Dijk,LIV,EPL,D,14,1260,14,0,0,1,0,0,0,0,0,0,0,16,6,18,0,0,5,2,5,0,2,15,8,8,11,1021,1137,0,79,69,0,103,0,1,12,5,0,4,1,0,0,0,2,0,1300,17,0,0,0,0,0,0,0,0,2,1,1,0,10,7,1,79,79,70,1,0,0,1,0,1
Rene Adler,MAI,BUND,G,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,3,231,384,0,6,127,0,9,0,1,0,0,0,0,0,0,0,0,0,0,523,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,1,14,14,81,0,1,0,0,0,0
Zou Feddal,BET,LIGA,D,15,1257,14,1,1,7,0,0,3,0,0,0,0,6,3,36,3,1,1,0,1,0,13,22,14,20,16,660,812,1,28,73,3,68,2,0,5,3,3,1,0,0,0,0,3,1,1047,10,0,0,0,0,0,0,0,0,0,1,0,0,31,2,0,92,92,93,0,0,1,0,1,3
Nikola Milenkovic,FIO,SERI,D,16,1254,14,2,2,0,1,1,0,0,0,0,0,9,1,23,2,2,3,0,2,1,8,39,25,24,7,607,723,2,39,45,2,87,0,0,6,0,0,3,1,0,0,0,3,0,981,9,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,68,68,28,0,1,0,1,0,2
Victor Camarasa,BET,LIGA,M,24,1253,14,10,12,2,0,0,1,0,0,0,0,21,4,15,4,2,14,2,14,0,0,20,15,19,31,547,630,2,10,72,11,72,0,0,8,3,1,13,1,0,0,0,24,0,838,27,0,0,0,0,0,0,2,0,2,1,0,0,27,0,0,11,11,37,1,0,2,0,1,20
Marcel Tisserand,WOL,BUND,D,16,1248,14,2,2,4,0,0,0,1,0,1,0,6,1,38,23,3,2,0,1,0,12,16,11,24,14,571,680,3,27,62,20,77,0,0,2,0,0,4,1,0,0,0,7,0,956,10,0,0,0,0,0,0,0,0,3,0,0,0,20,3,2,41,41,60,0,1,0,0,0,35
Bruno Martins Indi,STK,EPL,D,17,1246,14,3,4,3,0,0,0,0,0,0,0,4,1,21,4,3,3,0,3,0,11,21,12,12,6,281,351,3,25,55,0,52,1,0,3,1,0,1,0,0,0,0,0,0,521,5,0,0,0,0,0,0,0,0,1,0,0,0,27,1,1,76,76,27,0,1,1,0,0,0
Arne Maier,HB,BUND,M,17,1227,14,3,7,1,0,0,0,1,0,1,0,13,1,28,10,2,7,2,6,0,3,28,22,4,10,529,631,2,8,62,6,52,0,0,2,0,0,11,1,0,0,0,18,0,814,9,0,0,0,0,0,0,0,0,1,0,0,0,17,3,0,15,15,32,0,0,0,1,0,12
Ibrahima Konate,RBL,BUND,D,16,1226,14,2,2,1,0,0,0,0,0,0,0,2,0,25,0,0,3,1,3,0,3,32,25,13,10,527,648,0,36,58,1,79,0,0,2,0,0,0,0,0,0,0,7,0,817,6,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,62,62,33,1,0,0,0,0,3
Nuri Sahin,DOR,BUND,M,18,1226,14,4,4,2,0,0,2,2,0,2,0,25,8,22,23,5,22,4,18,2,0,38,33,22,20,914,1077,4,36,71,5,95,1,0,8,4,1,17,4,1,1,0,11,0,1292,17,0,0,0,0,7,1,6,6,4,1,0,0,21,5,0,26,26,48,2,0,0,1,1,12
Claud Adjapong,SAS,SERI,D,16,1221,14,2,1,5,0,1,0,1,0,1,0,14,4,23,27,2,11,2,10,0,3,35,26,24,19,306,417,2,15,80,9,78,0,0,7,4,0,7,0,0,0,0,24,0,747,29,0,0,0,0,0,0,1,0,6,0,0,0,22,4,0,30,30,13,2,0,2,1,0,19
Daniel Alejandro Torres,ALA,LIGA,M,18,1218,14,4,4,2,0,0,0,0,0,0,0,4,2,19,2,1,7,0,7,0,7,19,11,23,15,419,506,1,10,88,9,53,0,2,1,1,0,3,1,0,0,0,6,0,657,4,0,0,0,0,1,0,0,0,0,0,0,0,19,3,0,31,31,37,1,0,0,0,0,10
Oghenekaro Etebo,LP,LIGA,F/M,14,1215,14,0,1,3,0,0,0,1,0,1,0,20,3,27,4,2,7,0,6,0,3,24,17,21,46,536,628,1,14,90,25,106,0,0,2,1,0,18,2,0,0,0,27,0,873,6,0,0,0,0,0,0,2,1,3,1,0,0,17,3,0,8,8,44,1,1,1,0,0,31
Clement Grenier,GUI,FRAN,M,15,1212,14,1,4,2,0,0,5,4,0,1,3,27,10,13,94,21,35,2,18,13,1,23,14,23,16,505,673,3,17,82,21,75,1,0,8,5,3,19,5,2,1,0,22,0,985,19,2,2,0,0,23,4,51,47,13,13,3,2,26,1,1,15,15,38,1,0,2,1,3,26
Blerim Dzemaili,BGN,SERI,M,15,1196,14,1,3,4,0,0,1,0,0,0,0,14,8,19,10,1,11,0,11,0,4,26,19,13,18,372,470,1,10,67,10,63,0,0,5,3,0,9,5,1,0,0,17,0,671,24,0,0,0,0,0,0,0,0,6,0,0,0,14,4,0,9,9,21,2,0,1,0,0,16
Tristan Dingome,TRO,FRAN,M,14,1195,14,0,3,4,0,0,0,0,0,0,0,5,2,10,22,3,14,2,14,0,0,24,20,15,8,469,568,3,6,87,6,44,0,0,1,1,0,4,1,0,0,0,13,0,722,6,0,0,0,0,1,0,2,0,5,0,0,0,18,2,0,15,15,31,1,0,1,0,0,9
Adama Soumaoro,LIL,FRAN,D,14,1194,14,0,3,2,0,0,0,0,0,0,0,1,0,16,0,0,1,0,1,0,16,9,5,7,14,531,574,0,23,80,9,52,0,1,1,0,0,0,0,0,0,0,7,0,719,6,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,47,47,9,0,0,2,1,0,9
Daniele Bonera,VIL,LIGA,D,15,1190,14,1,1,4,0,1,0,1,0,0,1,2,0,12,0,0,3,1,2,0,12,16,11,14,11,492,566,0,18,48,1,43,0,0,1,0,0,1,0,0,0,0,0,0,712,3,0,0,0,0,0,0,0,0,1,0,0,0,14,4,1,71,71,52,0,0,0,0,0,1
Junior,BET,LIGA,M/D,14,1190,14,0,1,4,0,0,2,2,0,2,0,13,4,20,13,4,9,3,6,1,2,26,17,17,16,472,564,4,19,56,8,69,0,1,11,4,2,2,0,0,0,0,6,0,842,29,0,0,0,0,0,0,0,0,8,0,0,0,9,9,0,27,27,18,0,0,0,1,1,19
Lebo Mothiba,LIL,FRAN,F,14,1189,14,0,6,2,0,0,5,0,0,0,0,22,11,2,2,0,13,1,13,0,2,9,6,22,18,253,309,0,23,18,5,53,0,0,20,9,5,2,2,0,0,0,18,0,466,43,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,11,11,1,1,0,9,3,5,7
Christian Puggioni,BEN,SERI,G,14,1177,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,273,391,0,5,131,0,6,1,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,1,0,0,0,26,2,0,9,9,103,0,0,0,0,0,0
Marcel Halstenberg,RBL,BUND,D,15,1177,14,1,2,3,0,0,2,2,0,1,1,25,8,31,28,4,15,1,12,1,2,29,19,10,10,464,591,2,53,63,11,102,0,1,14,4,2,11,4,0,0,0,12,0,975,35,0,0,0,0,2,1,10,10,4,3,0,0,21,1,0,31,31,12,2,0,0,0,1,21
Mehdi Abeid,DIJ,FRAN,M,19,1177,14,5,5,2,0,0,0,1,0,1,0,21,6,18,6,0,7,0,6,0,6,24,15,29,16,510,596,0,15,93,14,67,1,1,4,1,0,17,5,0,0,0,20,0,807,10,0,0,0,0,1,0,2,1,4,2,0,0,25,3,0,20,20,28,0,0,2,0,0,20
Leon Balogun,MAI,BUND,D,14,1174,14,0,3,4,1,1,0,0,0,0,0,2,1,40,2,1,1,0,1,0,9,38,31,23,4,354,469,1,43,51,10,95,0,0,1,0,0,1,1,0,0,0,8,0,691,3,0,0,0,0,0,0,0,0,1,0,0,0,25,2,2,60,60,27,0,1,0,0,0,11
Martin Caceres,VNA,SERI,D,14,1168,14,0,3,3,0,0,3,0,0,0,0,15,5,19,19,1,4,0,4,0,5,16,11,7,15,326,452,1,20,89,3,53,0,1,11,3,2,4,2,1,0,0,4,0,708,24,0,0,0,0,0,0,0,0,2,0,0,0,27,4,0,35,35,29,0,0,0,2,2,5
Simon Terodde,KLN,BUND,F,15,1163,14,1,4,2,0,0,5,0,0,0,0,22,11,4,2,0,15,0,15,0,0,11,9,31,35,193,299,0,58,17,5,101,0,0,20,11,5,2,0,0,0,0,10,0,456,73,1,1,0,0,0,0,0,0,6,0,0,0,27,1,0,7,7,4,0,0,15,7,5,9
Ludovic Baal,REN,FRAN,D,17,1160,14,3,5,0,0,0,0,0,0,0,0,0,0,16,24,4,7,2,7,0,2,41,27,12,15,540,688,3,26,103,18,100,0,0,0,0,0,0,0,0,0,0,12,0,1032,3,0,0,0,0,2,1,0,0,4,0,0,0,12,2,0,25,25,25,0,0,1,0,0,20
Thiago Motta,PSG,FRAN,M,19,1159,14,5,9,3,0,1,1,1,0,1,0,7,3,21,0,0,11,0,10,0,6,28,21,27,14,1248,1336,0,24,61,5,71,0,1,4,2,1,3,1,0,0,0,11,0,1486,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,24,24,63,0,1,1,0,1,5
Matias Aguirregaray,LP,LIGA,D,15,1155,14,1,4,3,0,0,0,0,1,0,0,9,0,24,19,5,5,2,5,0,1,26,20,19,21,421,549,5,14,87,14,75,0,0,4,0,0,5,0,0,0,1,15,0,896,12,0,0,0,0,0,0,0,0,9,0,0,0,17,3,0,20,20,29,2,1,1,1,0,23
Jonathan Martins Pereira,GUI,FRAN,D,14,1137,14,0,2,2,0,0,0,0,0,0,0,6,3,36,35,10,16,2,13,3,3,34,18,16,17,455,550,7,20,78,9,80,0,0,3,2,0,3,1,0,0,0,11,0,902,12,0,0,0,0,3,3,0,0,5,0,0,0,20,4,0,33,33,23,1,0,0,0,0,13
Fin Bartels,BRE,BUND,F,14,1126,14,0,8,0,0,0,2,3,0,2,1,22,9,8,13,5,23,7,20,0,1,12,9,10,15,275,374,5,8,32,19,54,0,1,16,6,2,6,3,0,0,0,28,0,582,41,0,0,0,0,0,0,0,0,6,0,0,0,12,2,0,1,1,12,1,0,5,1,2,57
Dani Raba,VIL,LIGA,F,21,1113,14,7,11,3,0,1,2,4,0,4,0,18,5,17,34,10,25,7,14,7,1,25,21,25,27,356,452,5,9,74,27,87,0,0,9,4,1,9,1,1,0,0,32,0,765,42,0,0,0,0,2,0,22,15,7,1,0,0,8,0,0,8,8,28,3,0,8,3,1,45
Ivan Alejo,EIB,LIGA,F,22,1105,14,8,14,5,0,0,1,3,0,3,0,13,3,5,109,21,17,3,14,0,0,20,16,25,45,151,218,21,13,67,33,108,0,0,7,1,0,6,2,1,0,0,18,0,600,36,0,0,0,0,1,0,1,0,25,0,0,0,11,0,0,0,0,6,1,0,3,0,0,72
Prince Oniangue,SCO,FRAN,M,14,1065,14,0,8,0,1,1,1,0,0,0,0,19,6,11,3,1,8,0,8,0,4,16,11,14,16,271,344,1,43,46,7,77,0,0,13,6,1,6,0,0,0,0,10,0,498,22,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,6,6,8,0,0,1,4,1,9
Erik Thommy,SGT,BUND,F/M,14,992,14,0,12,0,0,0,2,4,1,4,0,28,9,9,76,20,22,2,8,10,1,18,11,12,21,194,265,5,12,40,7,55,1,0,8,3,1,20,6,1,0,0,12,0,523,16,0,0,0,0,10,2,35,34,14,9,2,0,7,0,0,4,4,10,0,0,2,1,1,22
Gianluca Lapadula,GEN,SERI,F,28,1486,13,15,6,3,0,0,6,1,0,0,1,53,11,3,3,0,14,2,13,0,1,8,5,35,37,170,269,0,73,26,12,124,0,0,46,9,5,7,2,1,0,0,18,0,505,111,4,3,0,1,0,0,0,0,11,0,0,0,21,0,0,8,8,0,1,0,24,8,6,16
Ishak Belfodil,BRE,BUND,F,26,1343,13,13,8,1,0,0,4,1,0,1,0,46,22,3,23,2,17,3,16,0,1,7,6,64,14,268,412,2,73,34,32,126,0,0,42,21,4,4,1,0,0,0,24,0,665,102,0,0,0,0,0,0,0,0,21,1,0,0,20,2,0,8,8,7,0,0,21,6,1,54
Danilo,MCI,EPL,D,23,1341,13,10,2,2,0,0,3,2,0,2,0,19,7,19,24,3,6,0,4,0,6,43,29,12,10,999,1111,3,16,64,8,77,0,0,6,4,2,13,3,1,0,0,4,0,1445,30,0,0,0,0,0,0,0,0,5,1,0,0,11,7,0,27,27,33,0,0,0,0,1,13
Malang Sarr,NIC,FRAN,D,21,1319,13,8,2,1,0,0,0,0,0,0,0,8,1,31,11,1,5,1,5,0,6,23,17,13,15,952,1064,1,28,101,7,73,1,1,5,1,0,3,0,0,0,0,7,0,1278,6,0,0,0,0,0,0,0,0,5,1,0,0,18,4,1,38,38,76,0,0,0,1,0,8
Iver Fossum,HAN,BUND,M,19,1305,13,6,5,0,0,0,1,1,0,1,0,22,2,23,30,7,16,2,12,3,3,28,20,13,6,512,648,3,19,60,5,58,0,0,6,1,0,16,1,1,0,0,19,0,869,24,0,0,0,0,6,1,7,7,5,1,0,0,26,0,0,12,12,22,1,0,0,0,0,17
Victor Lindelof,MUN,EPL,D,17,1284,13,4,0,1,0,0,0,0,0,0,0,1,0,13,1,0,2,1,2,0,11,17,11,10,9,682,751,0,22,94,4,51,1,0,0,0,0,1,0,0,0,0,2,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,64,64,30,0,0,0,0,0,5
Casimir Ninga,MTP,FRAN,F,29,1279,13,16,12,1,0,0,1,1,0,1,0,34,9,4,21,3,17,1,16,0,2,11,6,32,10,178,245,3,20,39,15,55,0,0,24,7,1,10,2,0,0,0,29,0,528,67,0,0,0,0,0,0,0,0,15,1,0,0,13,0,0,12,12,4,0,0,15,2,1,40
Collin Quaner,HUD,EPL,F/M,26,1272,13,13,5,4,0,0,0,4,0,4,0,16,4,11,22,4,17,3,13,0,4,22,15,14,26,313,422,4,15,91,23,85,0,0,13,3,0,3,1,0,0,0,34,0,713,62,0,0,0,0,0,0,1,0,12,0,0,0,23,1,0,13,13,4,0,0,3,1,0,42
Maxwel Cornet,OL,FRAN,F,30,1262,13,17,7,1,0,0,4,6,0,5,1,30,12,14,41,14,26,4,17,3,1,17,12,17,21,379,482,9,13,72,20,71,0,0,21,10,4,9,2,0,1,0,44,0,790,69,0,0,0,0,2,1,12,9,22,1,0,0,19,3,0,8,8,7,0,0,3,3,1,43
Ander Herrera,MUN,EPL,M,26,1260,13,13,6,5,0,0,0,2,2,2,0,12,1,34,15,1,11,2,9,0,6,56,29,28,28,914,1043,1,9,104,10,103,0,2,2,1,0,10,0,0,0,0,15,0,1318,15,0,0,0,0,0,0,1,0,4,0,0,0,14,4,0,20,20,38,2,0,2,0,0,14
Almamy Toure,ASM,FRAN,D,20,1242,13,7,1,3,0,0,1,5,0,5,0,7,2,22,46,9,15,4,10,0,2,51,29,28,4,346,472,9,32,82,13,100,0,0,5,2,1,2,0,0,0,0,12,0,886,18,0,0,0,0,0,0,0,0,5,0,0,0,21,4,1,51,51,18,0,0,2,0,1,19
Paul Baysse,MAG,LIGA,D,15,1238,13,2,1,1,0,0,1,0,0,0,0,11,2,20,0,0,0,0,0,0,6,25,16,20,7,447,547,0,35,56,3,69,0,0,10,2,1,1,0,0,0,0,1,0,723,14,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,81,81,48,0,0,3,0,1,3
Dimitri Foulquier,STR,FRAN,D,16,1238,13,3,1,2,0,0,0,2,0,2,0,2,0,15,25,4,8,3,6,0,4,26,12,20,7,393,508,4,5,75,33,71,0,0,1,0,0,1,0,0,0,0,15,0,892,10,0,0,0,0,0,0,0,0,5,0,0,0,24,1,0,23,23,25,0,0,1,0,0,55
Firmin Mubele,REN,FRAN,F,19,1224,13,6,3,1,0,0,5,1,0,1,0,32,10,3,21,2,18,3,17,0,0,12,7,15,42,190,261,2,8,46,31,91,0,0,23,7,4,9,3,1,0,1,45,0,600,69,1,0,1,0,0,0,1,0,15,0,0,0,19,2,0,2,2,8,0,0,5,5,3,61
Kerem Demirbay,HOF,BUND,M,19,1211,13,6,4,3,0,0,2,2,0,1,1,23,4,17,71,18,31,3,19,10,3,37,29,30,19,537,647,4,15,74,18,88,0,0,4,2,1,19,2,1,0,0,24,0,982,23,1,1,0,0,12,1,49,43,3,3,0,0,13,4,0,16,16,31,0,0,4,1,1,45
Jeremy Toljan,DOR,BUND,D,16,1208,13,3,1,1,0,0,1,2,0,2,0,8,2,16,25,3,12,2,10,0,2,28,20,6,21,571,698,3,12,61,5,66,0,0,2,1,1,6,1,0,0,0,7,0,1014,20,0,0,0,0,0,0,0,0,13,0,0,0,15,4,0,29,29,25,0,0,2,0,0,10
Vitor Hugo,FIO,SERI,D,19,1203,13,6,1,4,0,0,1,0,0,0,0,8,3,43,0,0,2,0,2,0,6,32,21,13,3,556,647,0,44,70,4,83,0,0,7,3,1,1,0,0,0,0,2,0,863,14,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,89,89,34,0,1,0,0,1,5
Darko Brasanac,LGN,LIGA,M,23,1201,13,10,8,3,0,0,2,0,0,0,0,10,5,14,10,2,17,0,16,1,3,32,17,19,20,327,403,1,19,87,10,81,0,0,8,4,2,2,1,0,0,0,13,0,593,25,0,0,0,0,0,0,2,2,5,0,0,0,18,0,0,11,11,11,0,0,3,1,1,22
Danny da Costa,EF,BUND,D,17,1199,13,4,1,1,0,0,1,2,0,2,0,9,2,16,36,7,15,2,13,0,4,40,34,11,5,392,525,7,20,55,6,71,0,0,8,2,1,1,0,0,0,0,15,0,881,22,0,0,0,0,0,0,0,0,10,0,0,0,23,3,0,38,38,19,0,0,0,0,1,17
