Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Cheikhou Kouyate,CRY,EPL,M/D,8,678,8,0,4,1,0,0,0,0,0,0,0,11,1,9,4,0,4,0,4,0,1,15,7,9,8,166,216,0,20,34,4,47,0,0,9,1,0,2,0,0,0,0,1,0,327,24,0,0,0,0,0,0,0,0,4,0,0,0,10,1,0,7,7,2,0,0,1,0,0,8
Isaac Hayden,NEW,EPL,M,8,673,8,0,0,1,0,1,0,1,0,1,0,6,1,15,5,1,5,4,4,0,3,25,14,6,6,162,208,1,12,39,9,52,0,0,2,0,0,4,1,0,0,0,5,0,330,6,0,0,0,0,0,0,0,0,4,0,0,0,11,2,0,11,11,5,1,0,1,0,0,15
Moi Gomez,VIL,LIGA,M,10,672,8,2,6,1,0,0,2,2,0,2,0,8,4,7,17,4,9,1,6,1,0,14,9,7,8,223,275,3,8,51,11,40,0,0,3,2,2,5,2,0,0,1,5,0,386,24,0,0,0,0,0,0,4,2,4,1,0,0,10,1,0,5,5,24,0,0,3,0,1,19
Christian Gentner,UB,BUND,M,9,670,8,1,4,1,0,0,0,0,0,0,0,9,4,6,7,4,8,1,8,0,2,13,8,12,10,167,248,4,11,37,6,39,0,0,6,3,0,3,1,0,0,1,3,0,370,16,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,11,11,5,1,0,2,1,0,10
Jhon Chancellor,BRS,SERI,D,8,670,8,0,1,1,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,7,9,3,5,3,214,252,0,25,33,2,39,0,0,2,0,0,0,0,0,0,0,1,1,345,7,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,34,34,25,0,0,1,0,0,2
Pablo Sarabia,PSG,FRAN,M,10,668,8,2,5,1,0,0,1,2,0,2,0,14,4,7,31,4,9,4,5,2,1,5,2,9,9,313,372,2,1,26,2,17,0,0,11,3,1,3,1,0,0,0,6,0,502,39,0,0,0,0,0,0,12,10,9,0,0,0,3,2,0,1,1,6,1,0,5,4,0,5
Seamus Coleman,EVE,EPL,D,8,667,8,0,1,2,1,1,0,1,0,1,0,4,2,8,23,2,5,2,4,0,3,7,6,7,7,279,355,2,12,43,26,52,1,0,3,2,0,1,0,0,0,0,6,0,618,15,0,0,0,0,0,0,0,0,9,0,0,0,11,2,0,9,9,12,0,0,0,1,0,36
Adam Webster,BHA,EPL,D,8,666,8,0,1,1,0,0,1,0,0,0,0,4,1,13,3,0,4,0,4,0,6,8,6,4,4,440,514,0,22,50,5,39,0,0,2,1,1,2,0,0,0,0,3,1,620,7,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,28,28,19,0,0,0,0,0,6
Danny Ings,SOU,EPL,F,11,665,8,3,7,0,0,0,4,1,0,1,0,24,9,2,5,1,9,0,8,0,2,15,7,8,6,72,131,1,10,36,8,39,0,0,17,8,4,7,1,0,0,0,12,0,266,38,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,2,0,0,0,2,3,16
Jordan Henderson,LIV,EPL,M,10,663,8,2,4,0,0,0,1,0,0,0,0,4,2,11,29,5,5,2,4,0,1,19,11,9,7,325,421,5,6,49,4,35,0,1,4,2,1,0,0,0,0,0,2,0,555,14,0,0,0,0,1,0,1,0,5,0,0,0,7,0,0,10,10,27,0,0,0,0,0,8
Thiago Alcantara,MUN,BUND,M,8,662,8,0,3,3,0,0,0,0,0,0,0,7,4,17,6,2,5,0,5,0,2,11,9,9,6,575,628,0,12,78,27,56,0,0,4,2,0,3,2,0,0,0,8,0,748,10,0,0,0,0,1,1,3,3,2,0,0,0,14,0,0,3,3,55,0,0,0,2,0,32
Rafael Toloi,ATA,SERI,D,10,660,8,2,0,3,0,0,0,3,0,3,0,4,1,10,1,0,7,2,4,0,6,14,11,12,5,333,403,0,12,56,3,33,0,0,4,1,0,0,0,0,0,0,0,0,507,10,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,25,25,23,1,0,1,0,0,4
Anwar El Ghazi,AVL,EPL,M,10,660,8,2,5,1,0,0,2,3,0,3,0,22,9,4,32,7,10,3,6,1,1,11,6,6,5,125,172,6,10,29,7,33,0,0,12,4,2,10,5,0,0,0,12,0,320,26,0,0,0,0,0,0,6,2,10,2,1,0,12,1,0,10,10,5,0,0,7,2,1,12
Alassane Plea,BM,BUND,F,8,658,8,0,3,0,0,0,4,4,0,4,0,23,10,4,13,3,12,6,8,0,1,4,2,8,17,119,169,3,8,21,15,44,0,0,14,6,3,9,4,1,0,0,15,0,325,46,0,0,0,0,0,0,1,1,8,4,2,1,6,2,0,2,2,3,3,0,6,2,3,27
Lukas Lerager,GEN,SERI,M,9,657,8,1,3,2,0,0,0,0,0,0,0,8,3,2,8,2,7,2,7,0,3,13,10,18,14,174,221,2,13,26,1,40,0,0,4,3,0,4,0,0,0,0,5,0,317,15,0,0,0,0,0,0,2,0,5,0,0,0,18,1,0,5,5,4,0,0,1,0,0,3
Wissam Ben Yedder,ASM,FRAN,F,9,657,8,1,6,0,0,0,9,0,0,0,0,25,17,0,12,3,7,1,7,0,0,9,7,5,5,180,231,3,4,21,4,22,0,0,21,16,9,4,1,0,0,1,8,0,338,45,1,1,0,0,0,0,0,0,7,2,0,0,13,0,0,0,0,4,0,0,3,5,6,12
Daniel Caligiuri,SKE,BUND,F/M,9,657,8,1,5,2,0,0,0,0,0,0,0,12,1,7,33,11,13,3,5,8,0,14,9,10,9,174,268,1,13,53,9,45,0,0,5,0,0,7,1,0,1,0,9,0,429,15,0,0,0,0,5,1,21,19,9,3,0,0,7,1,0,9,9,14,0,0,1,0,0,17
Serge Gnabry,MUN,BUND,F/M,9,656,8,1,5,0,0,0,2,3,0,3,0,30,13,3,18,2,17,8,13,0,0,10,7,3,10,262,319,2,0,33,16,36,0,1,21,8,1,9,5,1,0,0,8,0,479,68,0,0,0,0,0,0,1,0,11,0,0,0,13,1,0,1,1,8,0,0,3,4,1,27
Alexander Schwolow,FBG,BUND,G,8,653,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,246,0,2,63,0,2,1,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,7,7,44,0,0,0,0,0,0
Harry Wilson,BOU,EPL,F/M,10,653,8,2,8,1,0,0,3,0,0,0,0,19,7,3,9,2,7,2,6,1,0,8,4,3,16,162,208,1,1,31,2,27,0,0,10,4,1,9,3,2,0,0,8,0,326,16,0,0,0,0,1,1,8,4,3,6,2,1,10,0,0,5,5,15,3,0,0,0,1,7
Riccardo Gagliolo,PAR,SERI,D,8,651,8,0,2,2,0,0,1,0,0,0,0,9,2,12,5,1,5,1,4,1,5,13,9,9,8,204,260,1,5,34,2,27,0,0,3,2,1,6,0,0,0,0,1,0,408,3,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,24,24,20,0,0,0,0,0,3
Tom Cleverley,WAT,EPL,M,9,647,8,1,2,0,0,0,1,0,0,0,0,15,4,7,17,4,13,0,12,1,0,14,9,7,3,248,293,2,7,32,7,31,0,0,9,2,1,6,2,0,0,0,2,0,406,20,0,0,0,0,1,0,3,3,8,0,0,0,17,1,0,8,8,10,0,0,0,2,1,8
Luis Rioja,ALA,LIGA,F,9,647,8,1,6,0,0,0,0,0,0,0,0,4,1,4,30,7,9,2,6,3,0,6,2,5,6,97,138,4,2,19,12,26,0,0,1,0,0,3,1,0,0,0,6,0,251,10,0,0,0,0,6,3,3,2,6,0,0,0,6,0,0,1,1,2,0,0,0,0,0,22
Robin Quaison,MAI,BUND,F/M,9,644,8,1,4,0,0,0,4,0,0,0,0,23,8,1,2,0,6,1,6,0,2,4,3,6,4,84,115,0,8,11,6,22,0,0,17,7,3,6,1,1,0,0,12,0,208,30,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,2,2,0,0,0,4,3,3,12
Dennis Geiger,HOF,BUND,M,9,643,8,1,5,2,0,0,0,3,0,1,2,5,0,2,31,16,19,3,5,11,2,8,3,13,7,241,281,1,3,31,2,20,0,0,1,0,0,4,0,0,0,0,9,0,389,7,0,0,0,0,6,3,26,24,4,1,0,0,10,1,0,4,4,6,0,0,0,0,0,2
Niklas Sule,MUN,BUND,D,8,642,8,0,1,1,0,0,0,1,0,1,0,6,1,8,1,0,2,1,1,0,6,10,6,6,4,564,615,0,16,39,2,31,0,1,4,1,0,2,0,0,0,0,0,0,687,5,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,21,21,49,1,0,0,1,0,2
Boubakary Soumare,LIL,FRAN,M,11,639,8,3,3,0,0,1,0,0,0,0,0,1,0,8,2,0,5,0,5,0,0,12,7,10,4,353,395,0,6,46,15,37,0,0,1,0,0,0,0,0,0,0,8,0,492,2,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,5,5,25,0,0,0,0,0,15
Diego Llorente,RSO,LIGA,D,8,638,8,0,1,0,1,1,0,0,0,0,0,3,0,9,0,0,2,0,2,0,2,12,5,4,5,358,414,0,22,37,4,42,0,1,3,0,0,0,0,0,0,0,2,0,499,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,29,29,26,0,0,2,2,0,5
Andriy Yarmolenko,WHU,EPL,F,10,638,8,2,6,1,0,0,3,1,1,1,0,15,7,3,10,3,14,6,13,0,1,8,6,10,7,207,250,3,2,30,5,22,0,0,10,4,3,5,3,0,0,0,8,0,336,33,0,0,0,0,0,0,0,0,4,1,1,0,8,0,0,1,1,13,1,0,8,1,0,7
Jason,GET,LIGA,M,8,637,8,0,7,4,0,0,1,2,0,0,2,13,4,8,33,8,10,2,6,2,2,15,11,12,16,100,166,4,9,50,11,50,0,0,6,2,1,7,2,0,1,0,10,0,353,10,0,0,0,0,4,1,9,6,10,1,1,0,11,0,0,5,5,4,0,0,1,1,0,29
Rolando Mandragora,UDN,SERI,M,9,637,8,1,3,0,0,0,0,1,0,1,0,14,2,4,5,0,11,2,10,0,1,12,6,18,8,179,230,0,9,31,3,32,0,0,4,0,0,10,2,0,0,0,7,0,331,18,0,0,0,0,0,0,4,3,2,1,0,0,10,4,0,8,8,14,0,0,0,0,0,7
Cauly Oliveira Souza,PAD,BUND,F/M,9,637,8,1,6,0,0,0,2,0,0,0,0,10,5,6,38,6,9,1,4,5,0,10,7,8,14,133,173,0,5,34,13,41,0,0,4,2,1,6,3,1,0,0,17,0,350,9,0,0,0,0,6,2,33,29,8,1,0,0,20,0,0,1,1,4,0,0,1,1,0,24
Luis Suarez,BAR,LIGA,F,9,636,8,1,3,2,0,0,6,0,0,0,0,24,14,0,2,1,5,0,5,0,1,2,0,7,8,142,190,1,4,14,9,23,0,0,15,9,4,9,5,2,0,0,6,0,280,37,0,0,0,0,0,0,0,0,3,1,0,0,5,3,0,4,4,11,0,0,7,2,3,16
Angel Montoro,GRA,LIGA,M,8,636,8,0,1,1,0,0,0,3,1,1,2,7,3,8,24,10,14,0,6,5,1,10,6,13,13,292,361,1,0,53,5,28,0,0,3,1,0,4,2,0,0,0,5,0,473,7,0,0,0,0,3,1,18,13,2,1,1,0,7,4,0,8,8,40,0,0,0,0,0,7
Sofiane Alakouch,NO,FRAN,D,8,635,8,0,3,2,0,0,0,0,0,0,0,6,3,7,13,3,8,0,8,0,0,18,10,8,11,223,271,3,1,28,7,37,0,1,3,2,0,3,1,0,0,0,4,0,451,11,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,16,16,19,0,0,1,2,0,12
Joaquin,BET,LIGA,M,11,632,8,3,7,3,0,0,1,2,0,2,0,9,3,3,32,7,16,4,11,3,2,5,2,4,6,243,285,3,1,29,12,24,0,1,4,2,1,5,1,0,0,0,9,0,413,20,1,1,0,0,4,1,23,14,5,3,0,0,11,0,0,6,6,11,0,0,2,0,1,21
Panagiotis Tachtsidis,LEC,SERI,M,8,630,8,0,2,1,1,1,0,0,0,0,0,12,2,7,8,2,6,0,6,0,5,13,5,13,8,244,315,2,11,44,4,36,0,0,1,0,0,11,2,0,0,0,7,0,421,1,0,0,0,0,0,0,0,0,4,0,0,0,12,0,1,14,14,35,0,0,0,0,0,6
Edouard Mendy,REN,FRAN,G,8,630,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,147,207,0,5,78,1,8,0,1,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,4,4,59,0,0,0,0,0,1
Julian Baumgartlinger,LEV,BUND,M,9,627,8,1,4,1,0,0,0,1,0,1,0,7,1,5,1,0,6,1,5,0,1,15,10,3,7,429,471,0,7,40,3,32,1,0,5,1,0,2,0,0,0,0,7,0,564,7,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,4,4,18,1,0,0,1,0,3
Marko Rog,CAG,SERI,M,10,621,8,2,3,2,0,0,0,0,0,0,0,7,4,7,10,1,7,0,6,1,1,18,14,10,15,222,265,0,7,43,13,52,0,0,2,0,0,5,4,0,0,0,13,0,414,9,0,0,0,0,0,0,8,7,4,0,0,0,8,1,0,4,4,13,0,0,0,1,0,22
Jean-Victor Makengo,TFC,FRAN,M,11,621,8,3,6,0,0,0,2,0,0,0,0,7,2,1,4,3,9,1,8,1,1,7,5,12,12,226,271,1,2,32,5,26,0,1,2,1,1,5,1,1,0,0,12,0,361,6,0,0,0,0,2,2,0,0,1,0,0,0,15,0,0,1,1,6,0,0,1,0,1,11
Alfredo Donnarumma,BRS,SERI,F,9,620,8,1,5,0,0,0,4,0,0,0,0,12,7,2,2,1,4,0,4,0,0,10,4,8,13,94,155,1,6,16,3,32,0,0,11,7,4,1,0,0,0,0,9,0,248,37,1,1,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,5,0,0,6,2,2,10
Sami Khedira,JUV,SERI,M,11,615,8,3,6,3,0,0,0,1,0,1,0,12,3,2,18,2,8,1,7,0,2,13,7,11,4,248,283,2,4,30,0,21,0,0,9,3,0,3,0,0,0,0,5,0,391,21,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,10,10,12,2,0,0,2,0,1
Edimilson Fernandes,MAI,BUND,M,8,614,8,0,4,2,1,1,0,0,0,0,0,10,1,15,8,1,5,0,5,0,1,14,9,9,1,216,257,1,4,44,4,23,0,1,1,0,0,9,1,0,0,0,13,0,383,2,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,16,16,6,0,0,0,0,0,10
Tomas Pina,ALA,LIGA,M,9,611,8,1,3,2,0,0,0,0,0,0,0,0,0,5,1,0,3,1,3,0,2,18,13,16,11,200,239,0,12,51,4,45,0,0,0,0,0,0,0,0,0,1,3,0,319,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,11,12,0,0,0,0,0,4
Allan,NAP,SERI,M,8,607,8,0,3,2,0,0,0,1,0,1,0,4,2,9,6,2,8,1,7,0,2,29,18,10,11,384,440,2,4,55,10,54,0,0,1,1,0,3,1,0,0,0,8,0,575,3,0,0,0,0,0,0,0,0,4,0,0,0,9,2,0,7,7,27,1,0,0,0,0,13
Kingsley Ehizibue,KLN,BUND,D,8,602,8,0,3,2,0,1,0,0,0,0,0,5,2,13,20,4,3,0,3,0,2,24,15,16,9,146,221,4,9,21,13,55,1,0,3,2,0,2,0,0,0,0,3,0,429,4,0,0,0,0,0,0,0,0,4,0,0,0,12,1,1,15,15,13,0,0,0,1,0,20
Josip Ilicic,ATA,SERI,F,10,598,8,2,4,1,0,0,4,1,0,1,0,29,12,1,14,4,18,6,16,1,0,11,8,5,20,228,284,2,3,28,17,51,0,0,16,9,4,13,3,0,0,1,18,0,477,46,0,0,0,0,2,0,8,8,7,3,1,0,11,0,0,1,1,18,2,0,2,3,4,35
Remo Freuler,ATA,SERI,M,8,594,8,0,1,0,0,0,1,2,0,2,0,7,2,5,8,2,7,3,4,1,2,16,10,11,9,326,367,1,1,44,3,29,0,0,5,2,1,2,0,0,0,0,2,0,456,11,0,0,0,0,1,1,0,0,2,0,0,0,10,1,0,6,6,6,0,0,0,0,0,5
Mattia Zaccagni,VNA,SERI,M,9,580,8,1,6,1,0,0,0,1,0,1,0,7,4,3,14,0,8,3,7,0,2,2,1,8,21,126,170,0,3,22,9,34,0,0,5,3,0,2,1,0,0,0,8,0,282,21,0,0,0,0,0,0,4,4,7,0,0,0,7,1,0,3,3,5,0,0,3,3,0,16
Javi Moyano,REV,LIGA,D,8,577,8,0,2,2,0,0,0,0,0,0,0,0,0,4,9,2,5,1,5,0,0,5,1,3,6,168,230,2,8,33,4,22,0,0,0,0,0,0,0,0,0,0,5,0,355,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,18,7,0,0,0,0,0,5
Unai Lopez,ATH,LIGA,M,8,551,8,0,7,2,0,0,0,1,0,1,0,9,2,5,29,11,12,0,2,9,0,5,3,13,5,279,334,2,6,48,2,18,0,1,1,0,0,8,2,0,0,0,8,0,434,2,0,0,0,0,7,2,17,14,5,1,0,0,4,0,0,4,4,33,0,0,0,0,0,4
Callum Robinson,SHU,EPL,F,9,543,8,1,6,0,0,0,1,0,0,0,0,12,4,6,10,1,1,0,1,0,0,3,1,7,3,90,104,1,2,22,4,12,0,0,9,3,1,3,1,0,1,0,13,0,190,18,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,3,3,3,0,0,1,1,1,11
Jorge Molina,GET,LIGA,F,9,534,8,1,5,1,0,1,2,0,0,0,0,8,5,2,2,0,8,1,8,0,0,2,0,10,6,87,141,0,23,17,4,34,0,0,8,5,2,0,0,0,0,0,9,0,226,28,1,1,0,0,0,0,0,0,5,0,0,0,8,0,0,5,5,2,0,0,3,2,2,7
Nils Petersen,FBG,BUND,F,10,750,7,3,0,1,0,0,5,1,0,1,0,18,8,4,2,0,11,1,10,0,2,6,4,4,3,106,161,0,22,24,1,31,0,0,17,7,4,1,1,1,0,0,10,0,275,36,0,0,0,0,0,0,0,0,3,0,0,0,9,2,0,17,17,8,1,0,2,4,4,10
Eduardo Exposito,EIB,LIGA,M,11,722,7,4,2,3,0,0,1,0,0,0,0,6,2,10,3,0,6,0,6,0,0,13,7,8,6,243,276,0,8,54,6,33,0,0,3,2,1,3,0,0,0,0,5,0,360,9,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,7,7,19,0,0,0,0,0,11
Ryan Fraser,BOU,EPL,M,10,717,7,3,0,2,0,0,1,1,0,1,0,11,5,6,63,8,12,1,6,5,0,6,4,6,12,200,247,2,2,29,4,24,0,0,6,4,0,5,1,1,0,0,9,0,400,19,0,0,0,0,8,1,23,18,12,2,1,1,8,3,0,6,6,11,2,0,0,1,0,9
Duje Caleta-Car,OM,FRAN,D,10,714,7,3,0,2,0,0,1,0,0,0,0,5,2,8,0,0,1,0,1,0,4,12,5,11,5,372,419,0,27,30,0,44,0,0,3,2,1,2,0,0,0,0,0,0,518,9,0,0,0,0,0,0,0,0,1,0,0,0,12,2,1,39,39,36,0,0,0,1,0,0
Mateo Kovacic,CHE,EPL,M,11,701,7,4,2,1,0,0,0,1,0,1,0,6,1,6,1,0,8,1,7,0,0,22,15,1,16,562,623,0,0,69,26,64,0,1,3,1,0,3,0,0,0,0,8,0,761,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,34,0,0,0,0,0,30
Manuel Lanzini,WHU,EPL,M,10,698,7,3,2,0,0,0,0,2,0,2,0,13,3,5,26,9,20,1,11,7,1,6,4,1,12,376,432,0,1,47,25,44,0,0,7,2,0,6,1,0,0,1,10,0,580,21,0,0,0,0,3,1,21,20,3,1,0,0,12,2,0,0,0,15,1,0,1,2,0,33
Maxi Gomez,VAL,LIGA,F,11,698,7,4,3,2,0,0,5,0,1,0,0,13,9,0,1,0,6,2,6,0,0,3,2,8,23,75,108,0,26,14,3,55,0,0,12,9,5,1,0,0,0,0,6,0,196,37,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,6,6,5,1,0,8,1,3,5
Marten De Roon,ATA,SERI,M,9,694,7,2,0,5,0,0,1,3,0,3,0,11,3,10,1,1,14,1,11,0,3,15,9,14,3,422,477,1,12,55,2,32,0,0,1,1,1,10,2,0,0,0,2,0,568,7,0,0,0,0,0,0,0,0,1,0,0,0,15,1,1,8,8,20,0,0,1,0,1,3
Rachid Alioui,SCO,FRAN,F,12,694,7,5,5,0,0,0,4,1,0,1,0,27,10,1,8,2,12,1,11,0,0,8,5,12,18,175,236,2,22,20,9,55,0,0,10,3,2,17,7,2,0,0,5,0,352,30,0,0,0,0,0,0,1,1,4,3,1,1,11,0,0,2,2,4,0,0,1,1,2,10
Darwin Machis,GRA,LIGA,F/M,11,688,7,4,4,2,0,0,1,1,0,1,0,22,11,8,32,4,11,1,9,1,0,9,7,14,9,126,163,2,10,37,18,46,0,0,10,4,1,12,7,0,0,0,7,0,341,33,1,1,0,0,5,2,7,5,7,1,1,0,9,1,0,1,1,5,0,0,3,0,1,31
Moritz Leitner,NOR,EPL,M,9,684,7,2,3,1,0,0,0,0,0,0,0,8,0,9,5,1,7,0,6,1,4,16,9,8,10,492,563,1,5,56,7,38,0,1,2,0,0,6,0,0,0,0,7,0,702,11,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,8,8,19,0,0,0,0,0,9
Adrian,LIV,EPL,G,8,681,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,154,207,0,3,56,0,5,1,1,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,8,41,0,1,0,0,0,0
Ladislav Krejci,BGN,SERI,M/D,8,675,7,1,0,1,0,0,1,0,0,0,0,2,1,8,8,2,5,2,5,0,3,9,5,6,4,256,310,2,6,31,7,26,0,0,2,1,1,0,0,0,0,0,3,0,465,9,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,10,10,11,0,0,3,0,1,14
Fode Ballo-Toure,ASM,FRAN,M/D,8,675,7,1,0,3,0,0,0,0,0,0,0,3,1,9,25,6,10,1,9,1,0,17,13,3,8,178,218,6,7,39,11,43,0,0,3,1,0,0,0,0,0,0,4,0,401,10,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,10,10,14,1,0,2,0,0,16
Lucas Perez,ALA,LIGA,F,11,673,7,4,3,1,0,0,5,1,1,0,1,12,6,1,31,11,18,3,9,8,1,5,4,8,4,111,162,1,2,24,5,16,0,0,7,4,4,5,2,1,0,0,18,0,274,19,1,1,0,0,6,2,16,15,4,1,0,0,12,0,0,0,0,2,3,0,6,1,2,13
Rodrigo Palacio,BGN,SERI,F,11,671,7,4,3,1,0,0,3,1,0,1,0,17,9,1,28,10,17,2,16,0,0,8,4,8,9,175,230,10,11,15,13,41,0,0,9,6,2,8,3,1,1,0,9,0,390,48,0,0,0,0,0,0,0,0,12,1,0,0,14,0,1,9,9,4,0,0,7,1,3,26
Marco Mancosu,LEC,SERI,M,10,669,7,3,1,1,0,0,5,0,0,0,0,20,9,6,7,3,10,0,10,0,2,8,6,5,4,144,185,2,5,24,3,20,0,0,14,7,5,6,2,0,0,0,6,0,284,30,4,4,0,0,0,0,1,1,2,1,0,0,14,0,0,5,5,4,0,0,3,0,5,7
Salif Sane,SKE,BUND,D,9,666,7,2,0,3,0,0,2,1,0,1,0,7,3,12,0,0,1,1,0,0,4,8,4,8,14,367,424,0,43,40,3,65,0,0,7,3,2,0,0,0,0,0,5,0,536,13,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,30,30,26,0,0,0,0,1,5
Willian,CHE,EPL,M,10,666,7,3,2,1,0,0,2,2,0,2,0,21,6,7,26,5,14,2,8,4,0,17,11,3,17,294,360,1,3,40,16,53,0,0,13,6,2,8,0,0,0,0,7,0,529,25,0,0,0,0,1,0,13,9,6,1,0,0,7,2,0,2,2,13,0,0,2,1,0,20
Dimitri Lienard,STR,FRAN,M,10,665,7,3,1,1,0,0,1,2,0,1,1,15,5,9,54,15,16,2,8,6,1,20,15,4,3,396,458,3,3,57,6,32,0,0,2,1,1,13,4,0,0,0,7,0,630,4,0,0,0,0,12,4,31,26,4,3,1,0,8,2,0,11,11,54,1,0,1,1,0,10
Loris Benito,GDB,FRAN,D,9,664,7,2,0,2,0,0,1,0,0,0,0,3,1,12,12,3,5,0,5,0,1,18,9,14,4,300,348,3,6,39,3,31,0,0,2,1,1,1,0,0,0,0,4,0,518,7,0,0,0,0,0,0,1,0,2,0,0,0,10,1,0,11,11,15,0,0,0,0,0,6
Sergio Aguero,MCI,EPL,F,10,664,7,3,2,0,0,0,9,2,0,1,1,37,10,2,3,0,10,3,8,0,0,5,3,3,4,125,154,0,2,14,12,23,0,0,33,9,8,4,1,1,0,0,12,0,272,72,2,2,0,0,0,0,0,0,7,0,0,0,9,2,0,1,1,0,0,0,2,6,7,19
Dani Ceballos,ARS,EPL,M,11,664,7,4,5,0,0,0,0,2,0,1,1,9,3,1,32,4,11,0,7,2,2,19,12,5,17,411,467,1,3,53,13,52,0,1,4,1,0,5,2,0,0,0,15,0,611,15,0,0,0,0,3,0,30,16,5,0,0,0,10,0,0,2,2,33,0,0,0,0,0,16
Charles Aranguiz,LEV,BUND,M,8,661,7,1,3,1,0,0,1,1,0,1,0,6,2,12,4,1,7,1,6,0,2,17,11,5,12,491,576,1,7,60,6,42,0,1,4,2,1,2,0,0,0,0,2,0,681,5,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,2,2,32,0,0,0,1,1,9
Kingsley Schindler,KLN,BUND,F,8,660,7,1,3,0,0,0,0,2,0,2,0,10,2,4,24,5,8,1,6,0,1,7,5,10,8,100,160,5,6,32,8,29,0,0,7,1,0,3,1,0,0,0,11,0,302,25,0,0,0,0,0,0,0,0,9,0,0,0,15,1,0,10,10,6,0,0,1,1,0,13
Janik Haberer,FBG,BUND,F,8,659,7,1,1,1,1,1,1,1,0,1,0,5,1,6,5,2,9,1,8,0,1,8,7,12,17,235,282,2,12,42,3,40,0,0,4,1,1,1,0,0,0,0,10,0,382,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,7,19,0,0,0,0,0,7
Borja Mayoral,LEV,LIGA,F,10,657,7,3,3,0,0,0,3,0,0,0,0,14,6,0,6,2,8,1,8,0,0,4,2,4,8,126,162,2,6,23,9,27,0,0,12,5,2,2,1,1,0,0,10,0,245,25,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,3,3,11,0,0,4,4,2,15
Sergio Busquets,BAR,LIGA,M,9,655,7,2,2,3,0,0,0,2,0,2,0,1,0,8,0,0,9,1,7,0,0,22,10,10,13,528,591,0,5,64,6,46,0,0,0,0,0,1,0,0,0,0,1,0,671,4,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,7,7,36,1,0,0,0,0,7
Jetro Willems,NEW,EPL,D,8,655,7,1,2,0,0,0,1,2,0,1,1,7,2,6,15,1,10,2,8,0,1,17,13,3,8,149,196,1,7,44,9,41,0,0,5,2,1,2,0,0,0,0,1,0,352,13,0,0,0,0,0,0,1,1,2,0,0,0,8,1,0,13,13,4,0,0,1,0,0,13
