ID,Full Name,Team,Position,Total Points,Points Per Game,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus Points,Bonus Point System Score,Influence,Creativity,Threat,ICT Index,
282,Paul Pogba,1,MF,138,5.1,2145,6,13,11,20,0,0,0,5,1,0,15,528,710.8,663.5,780,215.6,    
277,Ashley Young,1,MF,98,3.3,2444,2,6,9,26,0,0,0,7,0,0,11,479,601.2,502.3,213,131.6,    
263,Chris Smalling,1,DF,123,4.2,2535,4,0,11,24,0,0,0,4,0,0,9,590,743.8,35.3,230,101.2,    
14,Alexis Sánchez,1,MF,152,4.9,2546,9,10,11,32,0,0,1,5,0,0,13,515,823.2,1155.2,1281,326.1,    
267,Antonio Valencia,1,DF,146,4.7,2741,3,1,16,22,0,0,0,7,0,0,13,660,559.2,438.5,259,125.5,    
285,Romelu Lukaku,1,FW,162,4.8,2866,16,7,14,26,0,0,1,4,0,0,18,593,831,572.4,1334,273.2,    
107,Nemanja Matic,1,MF,91,2.5,3117,1,1,16,26,0,0,0,6,0,0,3,576,681.4,427.9,168,127.9,    
260,David De Gea,1,GK,172,4.6,3330,0,0,18,28,0,0,0,0,0,115,10,757,821.2,10,0,83.4,    
3,Damian Emiliano Martinez,3,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
6,Gabriel Armando de Abreu,3,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
9,Carl Jenkinson,3,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
17,Santiago Cazorla,3,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
27,Lucas Pérez,3,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
559,Matt Macey,3,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
564,Mathieu Debuchy,3,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
644,Jordi Osei-Tutu,3,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
560,Edward Nketiah,3,FW,3,1,17,0,0,0,1,0,0,0,0,0,0,0,10,5,1.9,17,2.3,    
634,Joseph Willock,3,MF,3,1.5,81,0,0,0,2,0,0,0,0,0,0,0,8,8.2,5.8,4,1.8,    
489,Reiss Nelson,3,MF,5,1.7,144,0,0,0,3,0,0,0,0,0,0,0,23,12,29.7,11,5.3,    
20,Francis Coquelin,3,MF,7,1,164,0,0,0,6,0,0,0,0,0,0,0,35,22.2,16.9,8,4.8,    
595,Konstantinos Mavropanos,3,DF,4,1.3,194,0,0,1,5,0,0,0,0,1,0,0,41,52.2,1.3,2,5.5,    
5,Per Mertesacker,3,DF,16,2.7,364,1,0,0,7,0,0,0,0,0,0,2,81,119.6,3,38,16.1,    
1,David Ospina,3,GK,19,3.8,380,0,0,2,3,0,0,0,0,0,9,1,86,75.8,0,0,7.7,    
11,Rob Holding,3,DF,27,2.3,819,0,1,3,17,0,0,0,3,0,0,1,196,212.2,39.3,24,27.5,    
480,Calum Chambers,3,DF,23,1.9,864,0,0,2,14,0,0,0,1,0,0,0,171,227.8,40,134,40.2,    
22,Mohamed Elneny,3,MF,22,1.7,865,0,1,3,12,0,0,0,3,1,0,0,156,138.2,194.4,92,42.5,    
546,Ainsley Maitland-Niles,3,MF,25,1.7,908,0,0,3,16,0,0,0,1,0,0,0,160,168.4,141.3,67,37.8,    
616,Pierre-Emerick Aubameyang,3,FW,87,6.7,1056,10,4,4,15,0,0,1,0,0,0,12,354,484,207.1,580,127.1,    
26,Danny Welbeck,3,FW,70,2.5,1178,5,2,4,21,0,0,0,1,0,0,6,249,309.8,212.8,435,96,    
24,Jack Wilshere,3,MF,46,2.3,1185,1,3,4,16,0,0,0,6,0,0,2,236,258.4,281.8,169,71,    
281,Henrikh Mkhitaryan,3,MF,107,4.1,1712,3,9,12,17,0,0,0,2,0,0,9,411,506.8,727.8,400,163.8,    
21,Alex Iwobi,3,MF,89,3.4,1827,3,5,9,26,0,0,0,1,0,0,2,426,430,592.9,635,165.6,    
18,Aaron Ramsey,3,MF,130,5.4,1844,7,10,9,25,0,0,0,0,0,0,12,503,631.2,478.3,734,184.2,    
13,Sead Kolasinac,3,DF,108,4,2146,2,4,10,30,0,0,0,3,0,0,6,510,443.2,334.9,404,118.3,    
16,Mesut Özil,3,MF,112,4.3,2161,4,9,8,36,0,0,0,4,0,0,11,506,640.6,1287.5,555,248.6,    
28,Alexandre Lacazette,3,FW,138,4.3,2197,14,5,10,28,0,0,0,1,0,0,11,543,725.6,566,1291,258,    
4,Laurent Koscielny,3,DF,100,4,2225,2,0,9,32,0,0,0,4,0,0,16,556,692,123.8,137,95.5,    
10,Nacho Monreal,3,DF,130,4.6,2241,5,2,10,29,0,0,0,3,0,0,15,604,693.6,238.7,305,124,    
12,Shkodran Mustafi,3,DF,109,4,2272,3,1,10,30,0,0,0,6,0,0,13,610,836.6,129.9,202,117,    
2,Petr Cech,3,GK,124,3.6,3039,0,0,11,48,0,1,0,1,0,90,7,627,722.4,0,0,71.9,    
7,Héctor Bellerín,3,DF,132,3.8,3050,2,4,12,44,0,0,0,5,0,0,11,656,554,561,484,160.1,    
23,Granit Xhaka,3,MF,109,2.9,3259,1,8,12,50,0,0,0,10,0,0,3,593,753.4,822.8,378,195.3,    
292,Grant Hanley,4,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
297,Yoan Gouffran,4,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
299,Jack Colback,4,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
304,Daryl Murphy,4,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
466,Siem de Jong,4,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
529,Freddie Woodman,4,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
465,Massadio Haidara,4,DF,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,    
516,Henri Saivet,4,MF,8,8,83,1,0,0,2,0,0,0,0,0,0,1,27,49.8,0.8,7,5.8,    
303,Aleksandar Mitrovic,4,FW,10,1.7,89,1,0,0,0,0,0,0,0,0,0,0,37,48.2,44.7,73,16.6,    
293,Jesús Gámez Duarte,4,DF,9,4.5,97,0,0,1,0,0,0,0,0,0,0,2,38,32.2,47.6,4,8.4,    
467,Rolando Aarons,4,MF,5,1.3,136,0,0,0,2,0,0,0,0,0,0,0,19,12,8.1,25,4.6,    
212,Islam Slimani,4,FW,25,1.6,369,1,1,1,4,0,0,0,1,0,0,1,76,83.2,100.8,115,29.6,    
494,Chancel Mbemba,4,DF,20,2.2,670,0,0,1,11,0,0,0,0,0,0,3,133,158.2,67.1,6,23.2,    
287,Karl Darlow,4,GK,33,3.3,900,0,0,2,15,1,0,0,0,0,35,2,172,258.8,0,0,25.9,    
110,Robert Kenedy Nunes do Nascimento,4,MF,51,3.9,1023,2,2,6,9,0,0,0,1,0,0,5,171,236.4,224.1,253,71.4,    
621,Martin Dubravka,4,GK,53,4.4,1080,0,0,4,11,0,1,0,0,0,26,5,215,234.6,0,0,23.3,    
478,Jacob Murphy,4,MF,51,2,1137,1,2,2,25,0,0,0,0,0,0,2,171,161.8,159.7,227,54.7,    
495,Mikel Merino,4,MF,49,2,1337,1,1,3,18,0,0,0,4,0,0,4,271,374.8,236.7,156,76.9,    
496,Isaac Hayden,4,MF,41,1.6,1365,1,0,3,25,0,0,0,7,0,0,0,171,273.6,164.7,144,58.2,    
286,Robert Elliot,4,GK,57,3.6,1440,0,0,3,21,0,1,0,0,0,44,4,280,364.2,0,0,36.5,    
291,Paul Dummett,4,DF,52,2.6,1602,0,0,5,18,0,0,0,1,0,0,0,280,333.6,97.8,58,49,    
488,Jose Luis Mato Sanmartín,4,FW,69,2.3,1703,4,1,5,25,0,0,1,2,0,0,5,227,291.2,254.8,526,106.5,    
289,Ciaran Clark,4,DF,64,3.2,1745,2,1,4,30,0,0,0,3,0,0,6,317,433.6,50.8,190,67.5,    
477,Javier Manquillo,4,DF,49,2.3,1757,0,1,4,31,0,0,0,2,0,0,1,247,266,164.8,26,45.9,    
300,Christian Atsu,4,MF,78,2.8,1776,2,4,6,22,0,0,0,1,0,0,5,236,308.8,340.6,480,112.9,    
301,Dwight Gayle,4,FW,94,2.7,1946,6,3,6,31,0,0,0,3,0,0,8,276,352,333.6,808,148.7,    
298,Mohamed Diamé,4,MF,70,2.3,2034,2,0,6,27,0,0,0,3,0,0,3,340,431.8,214.2,203,85.3,    
294,Florian Lejeune,4,DF,66,2.8,2103,0,2,5,32,0,0,0,3,0,0,6,406,557,92.3,139,78.9,    
296,Jonjo Shelvey,4,MF,73,2.4,2264,1,4,6,30,0,0,0,2,2,0,4,360,442.6,639.9,243,132.3,    
302,Ayoze Pérez,4,FW,124,3.4,2486,8,6,8,28,1,0,0,3,0,0,15,420,571.8,539,809,191.7,    
295,Matt Ritchie,4,MF,116,3.3,2802,3,7,9,35,0,0,0,6,0,0,10,489,561.2,844.4,520,192.6,    
288,DeAndre Yedlin,4,DF,88,2.6,2842,0,2,7,37,1,0,0,5,0,0,5,467,494.4,340.7,63,90,    
290,Jamaal Lascelles,4,DF,116,3.5,2927,3,0,9,31,0,0,0,5,0,0,9,567,800,77.2,234,111.5,    
511,Cameron Carter-Vickers,6,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
531,Tashan Oakley-Boothe,6,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
534,Juan Foyth,6,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
566,Alfie Whiteman,6,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
643,Kazaiah Sterling,6,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
395,Vincent Janssen,6,FW,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,    
376,Michel Vorm,6,GK,3,3,90,0,0,0,1,0,0,0,0,0,4,0,17,19,0,0,1.9,    
565,Paulo Gazzaniga,6,GK,9,9,90,0,0,1,0,0,0,0,0,0,3,2,26,27.4,0,0,2.7,    
498,Kyle Walker-Peters,6,DF,13,4.3,188,0,2,1,4,0,0,0,0,0,0,0,73,70.4,48.3,10,12.9,    
617,Lucas Rodrigues Moura da Silva,6,MF,11,1.8,206,0,1,0,6,0,0,0,0,0,0,0,36,49,83.2,41,17.5,    
371,Fernando Llorente,6,FW,22,1.4,224,1,0,1,2,0,0,0,1,0,0,2,70,60.2,66.7,99,22.6,    
391,Harry Winks,6,MF,31,1.9,768,0,1,4,9,0,0,0,0,0,0,0,167,144.4,172.2,14,33.1,    
378,Danny Rose,6,DF,24,2.4,800,0,2,2,14,0,0,0,4,0,0,0,136,159.4,181.6,117,45.9,    
386,Erik Lamela,6,MF,55,2.2,826,2,4,4,12,0,0,0,4,0,0,1,186,204.8,283.1,364,84.7,    
389,Victor Wanyama,6,MF,32,1.8,837,1,0,2,11,0,0,0,2,0,0,1,174,206,96.8,77,37.8,    
377,Toby Alderweireld,6,DF,43,3.1,1177,0,0,5,13,0,0,0,3,0,0,3,247,249.2,67.8,50,36.8,    
393,Moussa Sissoko,6,MF,58,1.8,1385,1,1,7,18,0,0,0,3,0,0,0,246,245.8,384.7,281,91.1,    
532,Serge Aurier,6,DF,77,4.5,1427,2,2,6,13,0,0,0,1,1,0,9,335,367.2,236.5,209,81.4,    
385,Mousa Dembélé,6,MF,52,1.9,1875,0,0,7,22,0,0,0,6,0,0,3,358,309.2,303.1,73,68.5,    
382,Kieran Trippier,6,DF,113,4.7,1912,0,7,9,21,0,0,0,1,0,0,18,539,459,617.5,78,115.6,    
390,Heung-Min Son,6,MF,178,4.8,2292,12,8,14,18,0,0,0,0,0,0,16,544,725.8,588.2,1177,249.1,    
381,Ben Davies,6,DF,143,4.9,2323,2,7,12,20,0,0,0,3,0,0,14,615,610,698.8,201,151,    
520,Davinson Sánchez,6,DF,107,3.5,2532,0,0,13,21,1,0,0,1,1,0,8,597,598,74.8,89,76.2,    
384,Eric Dier,6,MF,85,2.5,2822,0,2,15,30,0,0,0,4,0,0,2,477,604.2,293.4,289,118.6,    
388,Bamidele Alli,6,MF,175,4.9,2957,9,13,16,28,0,0,0,7,0,0,12,565,775.2,878.5,934,258.8,    
394,Harry Kane,6,FW,217,5.9,3074,29,2,15,34,0,0,1,5,0,0,31,781,1214.4,502.1,2355,407.4,    
380,Jan Vertonghen,6,DF,138,3.8,3203,0,1,16,31,0,0,0,4,0,0,13,778,774.4,205.7,243,122.7,    
387,Christian Eriksen,6,MF,199,5.4,3218,11,10,17,33,0,0,0,0,0,0,23,826,1072.6,1487,1021,358.2,    
375,Hugo Lloris,6,GK,144,4,3240,0,0,15,35,0,0,0,1,0,87,6,694,726.4,0.1,0,72.3,    
95,Eduardo dos Reis Carvalho,8,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
114,Diego Da Silva Costa,8,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
503,Fikayo Tomori,8,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
504,Kyle Scott,8,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
600,Dujon Sterling,8,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
632,Trevoh Chalobah,8,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
558,Ethan Ampadu,8,MF,1,1,10,0,0,0,1,0,0,0,0,0,0,0,6,7.4,0,0,0.7,    
509,Jeremie Boga,8,MF,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,    
583,Callum Hudson-Odoi,8,MF,2,1,27,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.7,27,3.8,    
471,Charly Musonda,8,MF,6,2,35,0,1,0,0,0,0,0,0,0,0,0,15,20.6,18.5,14,5,    
149,Ross Barkley,8,MF,3,1.5,129,0,0,0,4,0,0,0,0,0,0,0,11,21,34.7,45,10.1,    
183,Kasey Palmer,8,MF,4,1,168,0,0,1,2,0,0,0,2,0,0,0,9,20,25.6,27,7.2,    
96,Willy Caballero,8,GK,11,3.7,270,0,0,1,4,0,0,0,0,0,7,0,54,55.2,0,0,5.5,    
614,Emerson Palmieri dos Santos,8,DF,14,2.8,278,0,1,1,4,0,0,0,0,0,0,0,68,61.8,28.7,48,13.8,    
113,Michy Batshuayi,8,FW,25,2.1,351,2,1,1,7,1,0,0,0,0,0,3,77,99.4,39,123,25.7,    
202,Daniel Drinkwater,8,MF,24,2,520,1,0,1,7,0,0,0,0,0,0,1,117,116.4,88.1,54,25.7,    
101,David Luiz Moreira Marinho,8,DF,32,3.2,838,1,2,3,13,0,0,0,3,1,0,0,186,210.2,22.3,65,29.6,    
25,Olivier Giroud,8,FW,77,2.7,981,7,1,5,11,0,0,0,0,0,0,10,273,307,311.1,673,129,    
543,Davide Zappacosta,8,DF,58,2.6,1087,1,1,5,15,0,0,0,0,0,0,1,226,255.2,245.3,329,82.6,    
109,Pedro Rodríguez Ledesma,8,MF,81,2.6,1511,4,2,8,14,0,0,0,1,0,0,2,272,338.4,410,498,124.6,    
106,Willian Borges Da Silva,8,MF,130,3.6,1874,6,8,9,19,0,0,0,1,0,0,13,522,640,891.5,715,224.5,    
472,Álvaro Morata,8,FW,122,3.9,2055,11,6,11,19,0,0,0,7,0,0,13,356,620.6,478.9,1192,228.8,    
470,Andreas Christensen,8,DF,79,2.9,2067,0,0,8,23,0,0,0,0,0,0,4,475,466.6,66.5,109,64.3,    
98,Gary Cahill,8,DF,74,2.7,2082,0,0,9,27,0,0,0,1,1,0,2,447,496.6,55.6,99,65.4,    
102,Victor Moses,8,DF,131,4.7,2109,3,6,11,20,0,0,0,3,0,0,9,486,417,358.1,482,125.9,    
463,Tiemoué Bakayoko,8,MF,77,2.7,2121,2,2,11,24,0,0,0,3,1,0,5,346,415.4,279.5,434,113.2,    
105,Cesc Fàbregas,8,MF,89,2.8,2300,2,4,11,26,0,0,0,4,1,0,7,539,713.8,1349.3,485,254.9,    
103,Antonio Rüdiger,8,DF,115,4.3,2336,2,1,12,22,0,0,0,4,0,0,8,557,546.6,83,217,84.8,    
104,Eden Hazard,8,MF,173,5.1,2417,12,6,12,27,0,0,0,2,0,0,24,699,928,1127.3,1115,317.3,    
100,Marcos Alonso,8,DF,165,5,2855,7,2,13,30,0,0,0,6,0,0,15,650,697.8,549.6,822,207.1,    
111,N'Golo Kanté,8,MF,101,3,2994,1,2,16,32,0,0,0,3,0,0,9,655,676,638.2,199,151.7,    
94,Thibaut Courtois,8,GK,136,3.9,3150,0,0,15,34,0,0,0,2,0,77,4,635,549,0,0,55.2,    
97,César Azpilicueta,8,DF,175,4.7,3330,2,6,15,38,1,0,0,1,0,0,25,913,967.4,535.7,168,167.5,    
136,Joel Robles,11,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
137,Maarten Stekelenburg,11,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
141,Matthew Pennington,11,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
629,Luke Garbutt,11,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
152,Muhamed Besic,11,MF,2,1,46,0,0,0,0,0,0,0,0,0,0,0,10,18.2,11.5,0,3,    
142,Ramiro Funes Mori,11,DF,3,0.8,119,0,0,0,2,0,0,0,1,0,0,0,14,29.2,0.9,6,3.6,    
148,Kevin Mirallas,11,MF,5,1,135,0,0,0,8,0,0,0,1,0,0,0,19,16.4,20.2,42,7.9,    
157,Ademola Lookman,11,MF,10,1.4,153,0,1,0,6,0,0,0,0,0,0,0,30,12,20.5,43,7.5,    
563,Beni Baningime,11,MF,7,0.9,192,0,0,0,2,0,0,0,1,0,0,0,20,9.4,3.8,0,1.3,    
150,James McCarthy,11,MF,6,1.5,204,0,0,0,6,0,0,0,0,0,0,0,41,33.8,19.3,4,5.8,    
158,Davy Klaassen,11,MF,7,1,248,0,0,0,6,0,0,0,0,0,0,0,18,23,33.7,28,8.3,    
160,Sandro Ramírez,11,FW,10,1.3,275,0,0,1,7,0,0,0,0,0,0,0,21,8.8,28.3,67,9.8,    
539,Nikola Vlasic,11,MF,18,1.5,572,0,0,1,12,0,0,0,0,0,0,0,80,91.8,159.1,85,33.6,    
502,Eliaquim Mangala,11,DF,22,2,617,0,0,2,7,0,0,0,0,0,0,0,118,113.8,19.9,32,16.8,    
147,Yannick Bolasie,11,MF,35,2.2,848,1,1,3,14,0,0,0,0,0,0,0,80,98.6,109,204,40.8,    
592,Cenk Tosun,11,FW,55,3.9,984,5,0,4,13,0,0,0,0,0,0,9,192,232.4,226.4,304,75.6,    
139,Seamus Coleman,11,DF,39,3.3,1035,0,1,4,12,0,0,0,0,0,0,0,198,227.6,113.7,69,41.2,    
548,Oumar Niasse,11,FW,83,3.8,1076,8,3,0,23,0,0,0,2,0,0,14,248,370.6,159.2,634,115.2,    
144,Mason Holgate,11,DF,37,2.5,1183,0,0,4,14,0,0,0,3,0,0,0,214,285.8,93.9,105,48.5,    
15,Theo Walcott,11,MF,62,3.1,1214,3,3,4,17,0,0,0,2,0,0,3,226,316.6,234.9,406,95.9,    
145,Jonjoe Kenny,11,DF,50,2.6,1589,0,2,5,31,0,0,0,2,0,0,2,309,362.4,184.5,47,59.5,    
143,Ashley Williams,11,DF,56,2.3,1830,1,0,5,31,0,0,0,3,1,0,3,332,518,39,132,68.9,    
464,Cuco Martina,11,DF,55,2.6,1830,0,2,5,30,0,0,0,2,0,0,0,367,468.8,238.8,39,74.9,    
159,Dominic Calvert-Lewin,11,FW,88,2.8,1871,4,8,6,28,0,0,0,4,0,0,3,255,354,322.6,630,130.2,    
156,Tom Davies,11,MF,66,2,1892,2,2,6,24,0,0,0,7,0,0,3,223,242.8,207.2,218,65.8,    
138,Leighton Baines,11,DF,82,3.7,1909,2,3,5,34,0,0,0,1,0,0,10,381,407.4,373.5,102,88.2,    
140,Phil Jagielka,11,DF,60,2.4,2063,0,0,6,39,0,0,0,2,0,0,5,415,529.2,24.1,108,66.2,    
154,Morgan Schneiderlin,11,MF,52,1.7,2124,0,0,6,38,0,0,0,4,1,0,1,344,361.2,159.2,52,57.2,    
359,Gylfi Sigurdsson,11,MF,96,3.6,2257,4,4,6,40,0,0,0,2,0,0,8,396,485.6,614.9,437,154,    
161,Wayne Rooney,11,FW,113,3.6,2265,10,3,7,33,0,0,3,5,0,0,20,480,585,573.7,467,162.4,    
146,Michael Keane,11,DF,81,2.7,2559,0,1,7,46,0,0,0,3,0,0,11,513,703.4,58.4,124,88.7,    
155,Idrissa Gueye,11,MF,87,2.6,2749,2,2,9,45,0,0,0,6,1,0,7,552,577,303.6,166,104.6,    
135,Jordan Pickford,11,GK,145,3.8,3420,0,0,10,58,0,1,0,0,0,121,16,724,873.6,30.1,4,90.7,    
194,Robert Huth,13,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
205,Nampalys Mendy,13,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
207,Ahmed Musa,13,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
587,George Thomas,13,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
645,Sam Hughes,13,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
647,Layton Ndukwu,13,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
642,Harvey Barnes,13,MF,3,1,8,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1,6,0.6,    
195,Yohan Benalouane,13,DF,1,1,90,0,0,0,2,0,0,0,0,0,0,0,7,24.8,1.3,18,4.4,    
473,Eldin Jakupovic,13,GK,4,2,180,0,0,0,6,0,0,0,0,0,8,0,36,67.8,0,0,6.8,    
190,Ben Hamer,13,GK,9,2.3,274,0,0,1,7,0,0,0,0,0,6,0,54,51.8,0,0,5.1,    
571,Hamza Choudhury,13,MF,13,1.6,375,0,1,0,9,0,0,0,1,0,0,0,60,68,20.2,16,10.4,    
204,Daniel Amartey,13,MF,13,1.6,486,0,0,3,7,0,0,0,0,1,0,0,53,81.2,10.3,0,9.2,    
601,Fousseni Diabaté,13,FW,21,1.5,579,0,1,0,12,0,0,0,1,0,0,0,72,98.6,130.8,67,29.7,    
589,Adrien Sebastian Perruchet Silva,13,MF,23,1.9,760,0,2,1,18,0,0,0,3,0,0,0,128,133.2,120,65,31.8,    
541,Aleksandar Dragovic,13,DF,28,2.5,766,0,0,4,14,0,0,0,2,0,0,0,166,177.8,3.6,35,21.8,    
258,Kelechi Iheanacho,13,FW,54,2.6,818,3,4,1,17,0,0,0,2,0,0,5,171,214.2,185.6,350,74.5,    
474,Matty James,13,MF,26,2,991,0,0,4,15,0,0,0,2,0,0,0,121,114.6,52.7,145,31.4,    
211,Shinji Okazaki,13,FW,76,2.8,1314,6,3,5,19,0,0,0,2,0,0,7,275,347.6,228.1,508,107.9,    
208,Vicente Iborra,13,MF,58,3.1,1411,3,0,3,23,0,0,0,0,0,0,6,293,341.6,131.6,150,62.3,    
203,Demarai Gray,13,MF,80,2.3,1683,3,3,4,35,0,0,0,2,0,0,2,308,290.6,412.8,461,116.7,    
196,Benjamin Chilwell,13,DF,65,2.7,1848,0,2,6,30,0,0,0,1,1,0,4,381,382.8,332.1,63,78,    
192,Christian Fuchs,13,DF,57,2.3,1917,0,1,4,35,1,0,0,1,0,0,8,370,396.6,282.2,55,73.5,    
193,Danny Simpson,13,DF,55,2,2306,0,0,5,41,0,0,0,4,0,0,0,342,444.2,121.2,42,60.7,    
200,Marc Albrighton,13,MF,107,3.1,2533,2,8,8,42,0,0,0,5,1,0,12,458,580,718.3,300,160.2,    
191,Wes Morgan,13,DF,61,1.9,2817,0,0,5,52,0,0,0,4,0,0,1,390,530,62,158,75.1,    
206,Wilfred Ndidi,13,MF,78,2.4,2896,0,4,9,45,0,0,0,6,2,0,4,449,640.4,230.7,299,117.2,    
199,Riyad Mahrez,13,MF,195,5.4,2948,12,13,9,51,0,0,0,2,0,0,19,682,966,924,932,282.6,    
189,Kasper Schmeichel,13,GK,123,3.7,2965,0,0,8,47,1,2,0,3,0,93,17,592,687.2,11.1,0,69.9,    
209,Jamie Vardy,13,FW,183,4.9,3248,20,2,8,57,0,0,1,3,0,0,28,674,822.8,439.9,1222,248.6,    
198,Harry Maguire,13,DF,117,3.1,3420,2,4,9,60,0,0,0,7,0,0,10,716,955.8,254.3,478,168.8,    
224,Leiva Lucas,14,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
229,Oluwaseyi Ojo,14,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
514,Jon Flanagan,14,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
530,Danny Ward,14,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
639,Conor Masterson,14,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
640,Curtis Jones,14,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
641,Rafael Camacho,14,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
233,Ben Woodburn,14,MF,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0.4,2.3,2,0.5,    
238,Divock Origi,14,FW,1,1,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,    
231,Marko Grujic,14,MF,3,1,14,0,0,0,0,0,0,0,0,0,0,0,9,7.4,11.7,0,1.9,    
217,Nathaniel Clyne,14,DF,7,2.3,173,0,0,1,1,0,0,0,1,0,0,0,25,21.8,23.8,41,8.7,    
228,Adam Lallana,14,MF,13,1.1,234,0,0,1,1,0,0,0,1,0,0,0,37,32.6,113.4,128,27.3,    
237,Danny Ings,14,FW,18,2.3,262,1,1,3,0,0,0,0,0,0,0,0,53,57.8,42,143,24,    
239,Dominic Solanke,14,FW,38,1.8,581,1,2,3,4,0,0,0,0,0,0,2,107,123.8,199.4,350,66.4,    
226,Philippe Coutinho,14,MF,103,7.4,1109,7,7,5,14,0,0,0,0,0,0,15,381,550.4,624.4,519,169.4,    
216,Alberto Moreno,14,DF,52,3.3,1264,0,1,6,19,0,0,0,1,0,0,3,328,261.8,250.1,106,61.7,    
220,Ragnar Klavan,14,DF,78,4.1,1449,1,0,8,15,0,0,0,0,0,0,9,384,357.2,65,43,46.6,    
223,Trent Alexander-Arnold,14,DF,83,4.4,1573,1,2,8,17,0,0,0,3,0,0,10,385,358.2,399.2,142,90.1,    
213,Simon Mignolet,14,GK,67,3.5,1710,0,0,7,24,0,1,0,3,0,36,0,329,281,0,0,28,    
214,Loris Karius,14,GK,88,4.6,1710,0,0,10,14,0,1,0,1,0,31,5,382,280.6,0,0,27.9,    
19,Alex Oxlade-Chamberlain,14,MF,94,2.7,1718,3,7,5,28,0,0,0,3,0,0,5,423,548,625.1,494,166.5,    
