ID,Full Name,Team,Position,Total Points,Points Per Game,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus Points,Bonus Point System Score,Influence,Creativity,Threat,ICT Index,
222,James Milner,14,DF,77,2.4,1759,0,3,6,25,0,0,0,3,0,0,4,459,437.2,615.5,272,132.5,    
218,Joseph Gomez,14,DF,86,3.7,1901,0,2,9,22,0,0,0,3,0,0,9,480,437.4,285.6,46,76.9,    
475,Andrew Robertson,14,DF,111,5,1940,1,5,10,18,0,0,0,2,0,0,12,514,424,414.5,174,101.3,    
219,Joel Matip,14,DF,81,3.2,1995,1,0,9,27,0,0,0,3,0,0,3,470,544.8,96.1,140,78.1,    
227,Emre Can,14,MF,92,3.5,2089,3,6,8,29,0,0,0,8,0,0,10,499,546.4,426.4,231,120.6,    
215,Dejan Lovren,14,DF,110,3.8,2124,2,1,11,24,0,0,0,4,0,0,10,539,656.4,104.5,242,100.2,    
225,Jordan Henderson,14,MF,75,2.8,2169,1,1,14,21,0,0,0,1,0,0,3,382,417,448.8,110,97.8,    
230,Sadio Mané,14,MF,147,5.1,2189,10,8,15,24,0,0,0,3,1,0,8,499,677.4,739.1,964,238,    
311,Virgil van Dijk,14,DF,78,3,2253,0,0,8,28,0,0,0,1,0,0,5,481,601,122.6,277,100.2,    
232,Georginio Wijnaldum,14,MF,85,2.6,2381,1,2,15,23,0,0,0,1,0,0,1,406,341.8,356.2,399,109.9,    
235,Roberto Firmino,14,FW,181,4.9,2760,15,8,16,32,0,0,0,1,0,0,29,758,951,834.5,1341,312.7,    
234,Mohamed Salah,14,MF,303,8.4,2905,32,12,15,29,0,0,1,1,0,0,26,881,1496.2,942.5,2109,454.4,    
319,Jordy Clasie,20,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
506,Stuart Taylor,20,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
603,Michael Obafemi,20,FW,1,1,8,0,0,0,0,0,0,0,0,0,0,0,-1,0,1.3,4,0.3,    
314,Sam McQueen,20,DF,14,2,142,0,0,1,2,0,0,0,0,0,0,2,49,29.4,34.2,8,7.2,    
323,Joshua Sims,20,MF,8,1.3,160,0,0,1,2,0,0,0,0,0,0,0,18,32.6,43.5,149,22.5,    
309,Matt Targett,20,DF,2,1,166,0,0,0,6,0,0,0,0,0,0,0,35,42.2,38.6,0,8.1,    
312,Jérémy Pied,20,DF,7,3.5,180,0,1,0,3,0,0,0,0,0,0,1,47,65.8,29.9,4,10,    
315,Jan Bednarek,20,DF,22,4.4,427,1,0,2,5,0,0,0,1,0,0,0,88,110,1.9,19,13.1,    
607,Guido Carrillo,20,FW,15,2.1,449,0,1,1,8,0,0,0,0,0,0,0,40,50.2,64.2,179,29.4,    
326,Charlie Austin,20,FW,72,3,1024,7,1,4,15,0,0,0,2,0,0,9,215,302.8,89.4,689,107.7,    
327,Manolo Gabbiadini,20,FW,66,2.4,1067,5,0,4,17,0,0,0,2,0,0,10,204,203,133.9,269,58.6,    
322,Sofiane Boufal,20,MF,55,2.1,1206,2,2,1,24,0,0,0,1,0,0,2,215,289.4,351.6,397,103.7,    
316,Steven Davis,20,MF,71,3.1,1515,3,2,4,21,0,0,0,0,0,0,6,337,345.2,350.8,126,82.5,    
325,Shane Long,20,FW,53,1.8,1570,2,2,4,28,0,0,0,6,0,0,0,167,235.6,301.9,512,104.6,    
305,Alex McCarthy,20,GK,52,2.9,1620,0,0,4,26,0,0,0,2,0,42,3,278,280.8,0,0,28.1,    
321,Pierre-Emile Højbjerg,20,MF,39,1.7,1666,0,0,3,30,0,0,0,6,0,0,0,261,266.6,258.4,148,67.6,    
317,James Ward-Prowse,20,MF,84,2.8,1708,3,5,2,29,0,0,0,3,0,0,8,367,363.4,613.9,296,127.1,    
500,Mario Lemina,20,MF,58,2.3,1715,1,1,4,31,0,0,0,2,0,0,5,337,363.6,170.6,145,67.8,    
306,Fraser Forster,20,GK,73,3.6,1800,0,0,4,30,0,1,0,0,0,69,6,351,488.2,0,0,48.9,    
324,Nathan Redmond,20,MF,72,2.3,1938,1,3,7,31,0,0,0,3,0,0,3,296,347,630.9,493,147.2,    
313,Jack Stephens,20,DF,58,2.6,1980,2,0,5,33,0,0,0,6,1,0,2,360,506.6,68.3,224,79.9,    
308,Maya Yoshida,20,DF,76,3.2,2049,2,1,6,32,0,0,0,2,1,0,6,413,525.2,67,236,83,    
525,Wesley Hoedt,20,DF,74,2.6,2520,0,2,5,42,0,0,0,7,0,0,11,532,661.6,130.9,146,93.8,    
318,Dusan Tadic,20,MF,122,3.4,2791,6,3,10,43,0,0,0,4,0,0,10,464,588.6,950.9,656,219.5,    
310,Cédric Soares,20,DF,85,2.7,2794,0,3,7,44,0,0,0,3,0,0,2,481,507,455.6,159,112.3,    
320,Oriol Romeu Vidal,20,MF,68,2,2897,1,0,8,47,0,0,0,11,0,0,0,474,616.2,338.7,231,118.7,    
307,Ryan Bertrand,20,DF,103,2.9,3135,0,5,8,49,0,0,0,2,0,0,4,553,515.2,589.1,286,139.3,    
439,Darren Randolph,21,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
448,Robert Snodgrass,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
455,Sofiane Feghouli,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
459,Ashley Fletcher,21,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
460,Enner Valencia,21,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
526,Sead Haksabanovic,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
567,Antonio Martinez Lopez,21,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
568,Domingos Quina,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
573,Ben Johnson,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
574,Nathan Trott,21,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
580,Moses Makasi,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
596,Reece Burke,21,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
631,Marcus Browne,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
635,Josh Pask,21,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
636,Grady Diangana,21,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
611,Reece Oxford,21,DF,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0.3,    
597,Josh Cullen,21,MF,2,1,6,0,0,0,0,0,0,0,0,0,0,0,7,7.2,0.6,0,0.8,    
622,Jordan Hugill,21,FW,3,1,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0.4,0,0,    
626,Patrice Evra,21,DF,2,0.4,227,0,0,0,10,0,0,0,0,0,0,0,32,42.8,6,0,5,    
445,Sam Byram,21,DF,5,1,246,0,0,0,7,0,0,0,1,0,0,0,41,71,37.6,36,14.5,    
458,Diafra Sakho,21,FW,24,1.7,294,2,1,0,11,0,0,0,2,0,0,1,65,77.6,25.1,110,21.2,    
440,Jose Fonte,21,DF,34,4.3,688,0,2,3,11,0,0,0,0,0,0,3,156,186.8,57.8,89,33.4,    
457,Andy Carroll,21,FW,36,2.3,742,3,1,3,13,0,0,0,5,1,0,6,106,145.4,110.2,344,58.8,    
456,Edimilson Fernandes,21,MF,29,2.1,840,0,2,2,20,0,0,0,1,0,0,0,123,110.8,97.3,77,28.6,    
608,João Mário Naval Costa Eduardo,21,MF,46,3.5,1021,2,1,4,14,0,0,0,0,0,0,5,170,176,294.9,191,66.1,    
441,James Collins,21,DF,36,2.8,1049,1,0,3,19,0,0,0,3,0,0,3,200,346,25.5,76,44.6,    
454,Michail Antonio,21,MF,62,3,1350,3,2,7,23,0,0,0,1,0,0,1,188,296.6,256.3,393,94.6,    
510,Declan Rice,21,DF,41,1.6,1421,0,0,3,29,0,0,0,1,0,0,0,280,310.4,35.7,29,37.5,    
442,Winston Reid,21,DF,42,2.5,1452,0,0,5,27,0,0,0,5,0,0,3,264,322.4,48.8,64,43.6,    
487,Javier Hernández Balcázar,21,FW,93,3.3,1537,8,2,6,36,0,0,0,3,0,0,14,309,373.6,312.4,476,115,    
452,Pedro Obiang,21,MF,54,2.6,1562,2,0,5,29,0,0,0,3,0,0,6,270,377.8,132.1,88,60.1,    
438,Adrián San Miguel del Castillo,21,GK,72,3.8,1710,0,0,6,29,0,0,0,2,0,69,5,374,470.4,0,0,47,    
479,Joe Hart,21,GK,59,3.1,1710,0,1,4,39,0,1,0,0,0,54,3,341,382.8,20,0,40.2,    
446,Arthur Masuaku,21,DF,68,2.5,1867,0,3,6,29,0,0,0,5,0,0,2,352,385,295.1,128,80.7,    
453,Manuel Lanzini,21,MF,106,3.9,2039,5,7,6,44,0,0,1,4,0,0,11,470,559.4,624.9,502,168.8,    
340,Marko Arnautovic,21,MF,144,4.6,2309,11,7,7,50,0,0,0,5,1,0,12,440,713.8,543,1155,241.1,    
450,Mark Noble,21,MF,84,2.9,2400,4,0,7,45,0,0,0,6,0,0,7,461,527.6,337.8,141,100.8,    
451,Cheikhou Kouyaté,21,MF,86,2.6,2798,2,3,7,56,0,0,0,5,0,0,2,367,480,262.4,320,106.1,    
444,Angelo Ogbonna,21,DF,77,2.4,2880,1,0,7,60,0,0,0,3,0,0,4,520,687.8,81.4,145,91.4,    
443,Aaron Cresswell,21,DF,118,3.3,3069,1,7,10,60,0,0,0,7,0,0,10,613,690.2,562.7,193,145,    
447,Pablo Zabaleta,21,DF,90,2.4,3289,0,1,10,62,1,0,0,9,0,0,6,563,635,293.7,77,100.7,    
133,Connor Wickham,31,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
491,Jason Lokilo,31,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
528,Keshi Anderson,31,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
552,Jordon Mutch,31,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
555,Dion Henry,31,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
605,Jaroslaw Jach,31,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
606,Erdal Rakip,31,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
630,Nya Kirby,31,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
633,Diego Cavalieri,31,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
638,James Daly,31,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
122,Pape Souaré,31,DF,1,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.1,0,0.1,    
515,Sullay Kaikai,31,MF,1,1,13,0,0,0,0,0,0,0,0,0,0,0,5,5.2,0.3,0,0.6,    
505,Olayinka Fredrick Oladotun Ladapo,31,FW,1,1,16,0,0,0,1,0,0,0,0,0,0,0,3,0.4,1.1,0,0.2,    
544,Levi Lumeka,31,MF,1,1,25,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.5,18,2.3,    
121,Damien Delaney,31,DF,1,0.5,95,0,0,0,5,0,0,0,0,0,0,0,19,40,0.3,0,4,    
128,Chung-yong Lee,31,MF,8,1.1,131,0,0,0,3,0,0,0,0,0,0,0,23,4.4,32,10,4.6,    
620,Alexander Sørloth,31,FW,8,2,360,0,0,0,9,0,0,0,0,0,0,0,25,48.6,74,102,22.5,    
482,Jairo Riedewald,31,DF,23,1.9,435,0,0,2,6,0,0,0,0,0,0,0,100,74.4,21.5,12,10.6,    
130,Bakary Sako,31,MF,36,2.3,466,3,0,1,10,0,0,0,0,0,0,1,115,143.2,103.1,227,46.9,    
125,Jason Puncheon,31,MF,11,1.1,574,0,0,0,14,0,0,0,5,0,0,0,38,46.4,93.9,112,25.1,    
579,Aaron Wan-Bissaka,31,MF,15,2.1,627,0,0,2,10,0,0,0,1,0,0,0,116,207.2,60,2,26.8,    
116,Julian Speroni,31,GK,36,3.3,990,0,0,2,14,0,0,0,0,0,30,3,175,213.6,0,0,21.3,    
120,Martin Kelly,31,DF,34,2.3,1193,0,0,4,21,1,0,0,1,0,0,1,185,222.6,25.7,84,33.3,    
118,Scott Dann,31,DF,32,1.9,1434,1,0,1,26,0,0,0,4,0,0,0,211,342.2,62.3,268,67,    
269,Timothy Fosu-Mensah,31,DF,39,1.9,1592,0,0,2,29,0,0,0,2,0,0,3,279,326.6,103.7,43,47.4,    
221,Mamadou Sakho,31,DF,81,4.3,1597,1,2,6,23,0,0,0,1,0,0,18,405,426.2,30.7,77,53.6,    
119,Joel Ward,31,DF,41,2.2,1613,0,1,4,25,1,0,0,4,0,0,0,276,340.6,163.5,58,56.3,    
123,Jeffrey Schlupp,31,DF,50,2.1,1742,0,2,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155,68.6,    
108,Ruben Loftus-Cheek,31,MF,77,3.2,1871,2,5,6,30,0,0,0,1,0,0,2,337,379.2,377,487,124.5,    
124,Patrick van Aanholt,31,DF,95,3.4,2182,5,1,6,38,0,0,0,7,0,0,7,448,537,303.8,319,116.3,    
134,Christian Benteke,31,FW,84,2.7,2234,3,7,6,36,0,0,1,6,0,0,5,174,325.2,406.7,845,157.5,    
129,Yohan Cabaye,31,MF,73,2.4,2374,0,4,8,36,0,0,0,7,0,0,3,415,431.2,754,348,153.5,    
117,James Tomkins,31,DF,99,3.5,2386,3,0,9,32,0,0,0,8,0,0,9,512,712.6,22.4,309,104.7,    
127,James McArthur,31,MF,101,3.1,2425,5,2,7,35,0,0,0,5,0,0,9,416,490.6,333,566,138.9,    
115,Wayne Hennessey,31,GK,99,3.7,2430,0,0,7,41,0,0,0,1,0,91,11,506,603.8,10,0,61.4,    
126,Wilfried Zaha,31,MF,136,4.7,2549,9,7,10,31,0,0,0,5,0,0,8,404,668,716.9,1125,251,    
132,Luka Milivojevic,31,MF,144,4,3079,10,2,8,52,0,0,1,8,0,0,21,630,873.8,379,432,168.6,    
131,Andros Townsend,31,MF,121,3.4,3120,2,9,9,48,0,0,0,3,0,0,7,552,626,1012.1,587,222.8,    
431,Jonathan Leko,35,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
508,Kane Wilson,35,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
557,Alex Palmer,35,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
572,Max Melbourne,35,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
577,Rayhaan Tulloch,35,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
578,Nathan Ferguson,35,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
610,Ali Gabr,35,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
624,Kyle Jameson,35,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
507,Rekeem Harper,35,MF,1,1,20,0,0,0,0,0,0,0,0,0,0,0,6,6.6,20.4,0,2.7,    
420,Boaz Myhill,35,GK,1,1,90,0,0,0,1,0,0,0,1,0,2,0,7,12.2,0,0,1.2,    
428,James Morrison,35,MF,13,3.3,205,1,0,2,1,0,0,0,0,0,0,0,35,56,40.4,47,14.5,    
427,Nacer Chadli,35,MF,15,3,213,1,0,1,4,0,0,0,1,0,0,3,38,44.4,26.4,35,10.6,    
524,Oliver Burke,35,MF,23,1.5,356,0,2,0,11,0,0,0,0,0,0,0,75,77.4,73.9,75,22.5,    
425,Gareth McAuley,35,DF,8,0.9,454,0,0,0,15,0,0,0,0,0,0,0,73,85.4,4.9,2,9.3,    
433,Sam Field,35,MF,23,2.4,534,1,0,4,7,0,0,0,3,0,0,2,70,102.4,64.8,95,26.3,    
236,Daniel Sturridge,35,FW,32,2.1,541,2,1,3,8,0,0,0,0,0,0,0,131,136.2,205.3,304,64.5,    
436,Hal Robson-Kanu,35,FW,32,1.5,816,2,0,4,14,0,0,0,2,1,0,1,83,121.2,115.9,264,49.5,    
429,Claudio Yacob,35,MF,23,1.4,898,0,0,3,17,0,0,0,5,0,0,0,124,142.8,29.1,59,23.2,    
430,James McClean,35,MF,45,1.5,1391,1,0,6,20,1,0,0,7,0,0,1,153,237.4,299,279,80.2,    
533,Grzegorz Krychowiak,35,MF,58,2.1,1634,0,3,4,30,0,0,0,2,0,0,4,249,271.8,220.9,91,58.4,    
434,Chris Brunt,35,MF,81,3.1,1917,0,8,9,23,0,0,0,5,0,0,6,380,421.8,651.1,155,122.9,    
151,Gareth Barry,35,MF,56,2.2,1921,1,2,4,35,0,0,0,4,0,0,0,287,347.8,274.9,195,82,    
432,Matt Phillips,35,MF,81,2.7,2087,2,3,10,32,0,0,0,3,0,0,3,276,370.2,531.8,345,124.7,    
423,Jonny Evans,35,DF,78,2.8,2269,2,2,6,38,1,0,0,7,0,0,5,455,536.2,104.2,211,85.1,    
422,Allan-Roméo Nyom,35,DF,70,2.4,2306,0,1,7,40,0,0,0,7,0,0,6,407,454.6,266.7,23,74.3,    
424,Craig Dawson,35,DF,87,3.1,2510,2,1,8,39,0,0,0,6,0,0,4,453,629.6,181.3,298,111.2,    
426,Jake Livermore,35,MF,89,2.6,2671,2,2,8,41,0,0,0,5,0,0,6,375,454.6,313.1,207,97.8,    
435,Salomón Rondón,35,FW,103,2.9,2765,7,3,6,48,0,0,0,4,0,0,5,271,431.2,387.2,891,169.6,    
437,Jay Rodriguez,35,FW,109,2.9,2807,7,1,10,41,0,0,0,2,0,0,11,335,460.4,329.8,931,171.1,    
8,Kieran Gibbs,35,DF,86,2.6,2826,0,2,8,44,0,0,0,3,0,0,2,483,484.6,359.6,131,97.7,    
421,Ben Foster,35,GK,123,3.3,3330,0,0,10,55,0,0,0,2,0,99,11,635,716.8,20,0,73.8,    
468,Ahmed El-Sayed Hegazi,35,DF,114,3,3386,2,0,10,55,0,0,0,4,0,0,11,646,962.8,99.5,196,126.1,    
53,Niki Mäenpää,36,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
65,Steve Sidwell,36,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
67,Jiri Skalak,36,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
68,Oliver Norwood,36,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
540,Tim Krul,36,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
553,Jayson Molumby,36,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
57,Uwe Hünemeier,36,DF,1,1,17,0,0,0,1,0,0,0,0,0,0,0,5,7,0.3,2,0.9,    
73,Sam Baldock,36,FW,2,1,30,0,0,0,1,0,0,0,0,0,0,0,4,0.4,0.8,6,0.7,    
60,Liam Rosenior,36,DF,3,1,163,0,0,0,3,0,0,0,0,0,0,0,22,28.8,4.7,2,3.6,    
69,Jamie Murphy,36,MF,6,1.5,166,0,0,0,4,0,0,0,0,0,0,0,25,11.8,15.5,24,5.1,    
61,Connor Goldson,36,DF,6,2,199,0,0,1,5,0,0,0,1,0,0,0,36,40.4,3.5,55,9.9,    
604,Jürgen Locadia,36,FW,16,2.7,221,1,1,1,8,0,0,0,0,0,0,2,47,50.4,24.6,89,15.8,    
210,Leonardo Ulloa,36,FW,20,1.4,279,1,0,1,4,0,0,0,0,0,0,0,66,68,94.2,66,22.7,    
481,Isaiah Brown,36,MF,16,1.2,302,0,0,0,8,0,0,0,0,0,0,0,60,33.2,86.2,25,14.5,    
64,Beram Kayal,36,MF,25,1.3,735,0,0,1,14,0,0,0,2,0,0,0,115,111.2,137,48,29.6,    
72,Tomer Hemed,36,FW,43,2.7,842,2,2,3,8,0,0,0,0,0,0,5,110,152,66.1,227,44.2,    
461,Markus Suttner,36,DF,38,2.7,1178,0,0,4,18,0,0,0,0,0,0,3,204,187.4,105.6,17,30.8,    
538,Ezequiel Schelotto,36,DF,20,1,1313,0,0,0,30,0,0,0,3,0,0,0,183,210,99.2,73,38.2,    
66,Solomon March,36,MF,74,2.1,1838,1,3,6,29,0,0,0,3,0,0,3,303,357.4,320.9,316,99.8,    
517,José Heriberto Izquierdo Mena,36,MF,101,3.2,1976,5,5,5,32,0,0,0,2,0,0,4,324,385.4,311.3,618,131.3,    
58,Bruno Saltor Grau,36,DF,84,3.4,2014,0,0,10,23,0,0,0,3,0,0,8,423,360.4,174.1,35,57.2,    
71,Glenn Murray,36,FW,111,3.2,2184,12,0,8,36,0,0,2,9,0,0,16,319,492.4,271.8,779,153.1,    
59,Gaëtan Bong,36,DF,63,2.5,2237,0,0,6,36,1,0,0,2,0,0,5,369,346.2,154.6,18,52.1,    
62,Anthony Knockaert,36,MF,88,2.7,2415,3,1,11,29,0,0,0,4,1,0,6,383,404,557.2,530,149.1,    
70,Pascal Groß,36,MF,164,4.3,2928,7,8,10,46,0,0,0,2,0,0,24,635,735.4,1311,527,257.6,    
490,Davy Pröpper,36,MF,87,2.5,3118,0,4,9,50,0,0,0,2,1,0,1,446,535.8,297.1,255,108.9,    
63,Dale Stephens,36,MF,87,2.4,3240,0,3,10,50,0,0,0,6,0,0,2,550,625.8,272.5,176,107.7,    
56,Shane Duffy,36,DF,100,2.7,3292,0,2,10,52,0,0,0,8,0,0,7,614,1027.6,98.9,361,148.9,    
54,Mathew Ryan,36,GK,146,3.8,3420,0,0,10,54,0,2,0,0,0,124,13,726,911.6,0,0,91.1,    
55,Lewis Dunk,36,DF,97,2.6,3420,1,1,10,54,4,0,0,7,0,0,7,637,1002.8,147.8,425,157.9,    
162,Joel Coleman,38,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
169,Jon Gorenc Stankovic,38,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
170,Mark Hudson,38,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
177,Jack Payne,38,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
179,Harry Bunn,38,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
180,Sean Scannell,38,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
547,Robert Green,38,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
167,Michael Hefele,38,DF,1,0.5,32,0,0,0,1,0,0,0,1,0,0,0,1,4,0.1,0,0.4,    
178,Dean Whitehead,38,MF,4,1,68,0,0,0,3,0,0,0,0,0,0,0,16,6.6,1.1,0,0.8,    
168,Martin Cranie,38,DF,2,0.7,179,0,0,0,7,0,0,0,0,0,0,0,35,44,1.7,2,4.7,    
176,Joe Lolley,38,MF,11,1.8,217,1,0,0,5,0,0,0,1,0,0,0,28,50.6,20,47,11.8,    
522,Abdelhamid Sabiri,38,MF,10,2,217,0,1,1,5,0,0,0,1,0,0,0,30,30.8,40.6,53,12.4,    
175,Philip Billing,38,MF,22,1.4,755,0,0,3,11,0,0,0,3,0,0,0,98,111.4,58.6,26,19.3,    
593,Alex Pritchard,38,MF,40,2.9,997,1,2,3,12,0,0,0,1,0,0,3,168,173.6,300.3,213,68.7,    
591,Terence Kongolo,38,DF,30,2.3,1047,0,0,2,14,0,0,0,0,0,0,2,182,268,52.2,47,36.7,    
462,Scott Malone,38,DF,41,1.9,1110,0,1,3,23,0,0,0,3,0,0,4,211,221.6,146.8,97,46.5,    
184,Danny Williams,38,MF,28,1.4,1115,0,0,0,22,0,0,0,2,0,0,0,134,131.4,83,56,27,    
186,Collin Quaner,38,FW,44,1.7,1268,0,4,3,23,0,0,0,4,0,0,0,173,209,255.7,283,74.8,    
181,Elias Kachunga,38,MF,46,2.4,1327,1,1,6,23,0,0,0,1,0,0,0,151,151,152.1,246,54.5,    
165,Chris Löwe,38,DF,60,2.6,1585,0,0,7,26,0,0,0,1,0,0,0,321,266,125.5,39,43,    
521,Florent Hadergjonaj,38,DF,51,2.2,1670,0,1,4,28,0,0,0,3,0,0,5,274,310,381.8,95,78.8,    
187,Laurent Depoitre,38,FW,94,2.8,1807,6,2,4,34,0,0,0,1,0,0,14,283,352,191.4,451,99.6,    
188,Steve Mounie,38,FW,92,3.3,1849,7,2,6,32,0,0,0,2,0,0,12,269,377,270.7,600,124.5,    
166,Tommy Smith,38,DF,50,2.1,1902,0,1,5,31,0,0,0,7,0,0,2,311,322,251.6,50,62.8,    
173,Rajiv van La Parra,38,MF,74,2.2,2131,3,0,6,36,0,0,0,3,1,0,3,240,322.6,261.6,544,112.7,    
174,Jonathan Hogg,38,MF,53,1.8,2396,0,0,7,40,0,0,0,8,1,0,0,400,475,172.8,61,71.2,    
182,Tom Ince,38,MF,82,2.5,2450,2,1,7,39,0,0,0,0,0,0,3,269,253,331.3,794,138,    
172,Aaron Mooy,38,MF,113,3.1,3066,4,3,10,52,0,0,0,4,0,0,8,576,753.2,848.8,350,195.2,    
164,Christopher Schindler,38,DF,102,2.8,3264,0,2,9,53,0,0,0,6,1,0,15,692,928,107.1,149,119.1,    
163,Jonas Lössl,38,GK,135,3.6,3420,0,1,10,58,1,2,0,1,0,103,11,701,846.8,30,0,87.8,    
171,Mathias Jorgensen,38,DF,107,2.8,3420,0,3,10,58,0,0,0,6,0,0,9,623,768.6,123.6,169,106.2,    
243,Aleksandar Kolarov,43,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
251,Fernando Francisco Reges,43,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
254,Manuel Agudo Durán,43,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
586,Oluwatosin Adarabioyo,43,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    
627,Lukas Nmecha,43,FW,2,1,14,0,0,0,0,0,0,0,0,0,0,0,4,0,3.1,0,0.3,    
492,Phil Foden,43,MF,8,1.6,45,0,1,0,1,0,0,0,0,0,0,0,31,29.2,32.1,10,7.1,    
