Player,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Simone Edera,21,589,6,15,6,1,0,0,1,1,0,1,0,17,9,3,18,2,7,0,5,1,1,10,6,18,8,167,208,0,4,34,14,36,0,0,8,4,0,9,5,1,0,0,17,0,370,22,0,0,0,0,2,0,14,11,5,0,0,0,7,0,0,1,1,2,0,0,2,1,0,39
Simone Franchini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Ghidotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Giuliano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Iacoponi,48,4240,48,0,5,6,0,0,0,0,0,0,0,11,1,47,31,1,11,1,11,0,36,76,51,48,38,1184,1563,1,74,183,13,200,1,2,8,1,0,3,0,0,0,0,14,0,2486,22,0,0,0,0,0,0,0,0,8,0,0,0,72,10,1,191,191,141,0,0,0,1,0,33
Simone Lo Faso,12,280,1,11,1,0,0,0,0,0,0,0,0,9,1,1,6,1,7,2,7,0,0,2,2,5,7,111,132,1,0,18,8,17,0,0,2,1,0,7,0,0,0,0,8,0,203,11,0,0,0,0,0,0,1,1,3,0,0,0,13,0,0,0,0,2,0,0,0,1,0,15
Simone Mancini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Missiroli,92,7318,85,7,26,19,0,0,1,1,0,1,0,46,10,145,38,12,67,5,66,0,28,154,101,83,124,2767,3516,12,250,501,55,574,0,0,30,8,1,16,2,0,0,0,67,0,4694,71,0,0,0,0,0,0,0,0,13,0,0,0,109,15,0,143,143,140,4,0,3,4,0,86
Simone Muratore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Padoin,98,7198,84,14,25,12,0,0,2,4,0,4,0,27,6,64,200,55,69,9,61,4,23,94,72,66,76,2078,2598,54,31,354,27,226,0,0,11,2,1,16,4,1,0,0,53,0,3990,62,0,0,0,0,0,0,4,2,37,0,0,0,142,14,0,132,130,129,1,0,4,1,1,50
Simone Palombi,1,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Pepe,12,391,3,9,1,0,0,0,0,0,1,0,0,16,5,0,49,8,8,0,6,2,0,2,2,3,9,129,170,3,5,13,3,19,0,0,9,4,0,7,1,0,0,0,7,0,284,18,0,0,0,0,8,1,27,22,12,4,1,0,10,0,0,2,2,4,0,0,7,2,0,4
Simone Pinna,1,90,1,0,0,1,0,0,0,0,0,0,0,0,0,5,6,2,2,0,2,0,1,1,1,2,0,51,60,2,1,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,8,0,0,0,0,0,0
Simone Pontisso,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Simone Romagnoli,8,556,6,2,1,1,0,0,0,0,0,0,0,1,0,7,0,0,1,0,1,0,8,12,9,6,0,223,275,0,18,30,1,31,0,2,1,0,0,0,0,0,0,0,0,0,359,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,41,41,22,0,0,0,0,0,1
Simone Scuffet,21,1811,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,280,523,0,4,153,0,4,3,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,14,14,152,0,0,0,0,0,0
Simone Trimboli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Verdi,93,6122,73,20,33,6,0,0,19,17,2,13,4,178,54,54,422,99,122,22,75,30,2,87,63,73,124,1832,2319,45,11,337,149,371,0,1,72,20,11,106,34,8,2,0,167,0,4031,172,3,3,0,0,45,14,205,171,81,42,14,5,93,8,0,17,16,179,5,0,15,6,7,241
Simone Zaza,99,5829,58,41,23,28,1,2,25,5,1,5,0,216,75,21,27,1,52,4,46,1,3,79,51,173,90,827,1199,1,218,148,34,417,0,0,176,66,23,40,9,2,0,2,118,0,2280,346,0,0,0,0,0,0,0,0,49,3,1,0,81,7,0,54,54,38,3,0,59,23,16,89
Simy,44,1772,15,29,4,1,0,0,10,1,0,1,0,48,14,5,4,1,23,0,22,0,4,17,12,52,36,320,486,1,73,72,13,136,0,0,39,14,10,9,0,0,0,0,63,0,849,113,0,0,0,0,0,0,1,0,7,0,0,0,31,0,0,24,24,2,0,0,14,5,5,29
Sinan Gumus,2,87,1,1,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,3,20,23,0,0,2,1,4,0,0,2,2,0,1,0,0,0,0,1,0,37,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
Sinan Kurt,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinisa Andjelkovic,22,1839,21,1,6,3,0,0,0,1,0,1,1,6,3,52,0,0,1,1,0,0,13,24,16,14,16,636,731,0,40,77,1,78,0,1,6,3,0,0,0,0,0,0,6,0,1027,8,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,114,108,36,0,0,1,0,0,2
Siriki Sanogo,2,38,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,14,17,0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Sito,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sloan Privat,21,887,12,9,12,1,0,0,3,1,0,1,0,28,11,3,1,0,6,2,5,0,0,5,3,18,12,84,135,0,55,16,2,72,0,0,26,11,3,2,0,0,0,0,13,0,250,49,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,8,1,0,0,14,3,3,4
Slobodan Medojevic,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slobodan Rajkovic,4,298,4,0,1,0,1,1,0,0,0,0,0,2,1,7,0,0,0,0,0,0,3,5,4,5,5,170,201,0,6,16,1,16,0,0,2,1,0,0,0,0,0,0,0,0,245,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,11,8,6,0,0,0,0,0,1
Sofian Kiyine,30,873,9,21,7,8,0,0,0,1,0,0,1,24,4,12,43,8,10,2,8,0,0,31,16,35,12,297,368,6,13,66,30,86,0,0,6,2,0,18,2,0,0,0,19,0,647,23,0,0,0,0,2,0,14,12,8,3,1,0,23,0,0,7,7,23,0,0,0,1,0,45
Sofiane Alakouch,33,2536,31,2,12,6,0,0,1,0,1,0,0,19,6,52,54,9,29,2,27,2,4,98,54,37,43,821,1072,9,20,120,27,187,0,1,8,4,1,11,2,0,0,0,20,0,1907,31,0,0,0,0,0,0,0,0,9,0,0,0,44,5,0,60,60,50,2,0,1,2,0,46
Sofiane Boufal,93,4795,52,41,44,12,0,0,6,7,1,6,1,117,34,22,147,26,92,11,71,12,2,116,74,105,119,1557,1976,14,38,316,300,571,0,1,64,18,4,53,16,2,0,1,180,0,3673,239,0,0,0,0,7,1,46,35,50,2,1,0,90,1,0,15,15,61,5,0,4,4,0,479
Sofiane Diop,13,742,9,4,5,1,0,0,0,0,0,0,0,10,3,8,16,1,8,2,7,1,0,12,7,18,11,156,219,0,7,48,14,44,0,0,4,0,0,6,3,0,0,0,22,0,392,11,0,0,0,0,0,0,3,2,6,0,0,0,13,0,0,3,3,10,0,0,1,1,0,34
Sofiane Feghouli,21,1038,11,10,6,1,0,1,3,3,0,3,0,20,7,14,64,18,19,2,16,0,1,18,12,11,18,269,377,13,9,62,18,63,0,0,12,5,3,8,2,0,0,0,13,0,625,38,0,0,0,0,2,1,13,8,10,0,0,0,22,1,1,9,9,26,1,0,1,0,3,30
Sofyan Amrabat,10,837,9,1,2,3,0,0,0,0,0,0,0,9,4,10,11,3,7,2,7,0,2,22,15,22,17,333,387,3,6,56,21,66,0,0,3,2,0,6,2,0,0,0,20,0,566,8,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,5,5,24,0,0,0,0,0,31
Sokratis Papastathopoulos,92,7864,90,2,8,26,0,1,6,2,2,0,2,49,9,112,4,1,18,6,15,1,56,180,123,126,124,5057,5758,1,272,365,24,582,1,1,40,7,5,9,2,1,0,0,23,0,6911,65,0,0,0,0,0,0,0,0,11,0,0,0,113,22,2,358,352,370,1,1,3,0,3,32
Solomon March,77,4787,53,24,25,5,0,0,2,7,0,4,3,79,21,49,275,66,69,13,46,14,9,119,70,61,56,1198,1599,40,42,301,104,321,0,1,31,11,2,48,10,0,1,2,93,0,2901,110,0,0,0,0,12,6,61,49,59,4,1,0,76,8,0,61,61,81,3,0,14,3,1,177
Somalia,55,3791,41,14,16,4,0,1,1,1,0,1,0,39,10,65,56,7,31,3,29,1,9,117,79,61,78,945,1225,7,67,254,72,332,0,0,17,7,1,22,3,0,0,0,65,0,2167,62,0,0,0,0,0,0,0,0,18,0,0,0,54,9,0,55,54,34,2,0,2,1,1,138
Son Heung-Min,110,7043,80,30,54,4,0,1,40,20,3,20,0,252,104,28,146,26,126,20,101,5,3,70,38,41,81,2245,2669,18,21,290,169,340,0,2,168,79,32,84,25,8,1,4,180,0,4234,548,0,0,0,0,5,1,39,29,94,1,0,0,69,7,0,27,27,45,10,0,75,21,19,324
Sonny Kittel,20,789,7,13,6,2,0,0,2,1,0,1,0,22,8,11,19,3,10,3,8,1,1,9,6,12,10,170,225,2,6,33,10,35,0,0,14,6,1,8,2,1,0,0,8,0,399,47,0,0,0,0,0,0,5,5,8,1,0,0,19,0,0,6,6,7,0,0,4,3,1,26
Sory Doumbouya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sory Kaba,9,227,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,0,0,1,1,12,6,48,69,1,23,11,5,33,0,0,0,0,0,0,0,0,0,0,11,0,123,11,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,3,0,0,12
Soualiho Meite,63,4638,52,11,12,7,0,1,3,7,0,7,0,47,15,59,29,12,52,5,45,0,16,82,39,91,82,1733,2098,12,138,369,100,400,1,0,22,4,2,25,11,1,0,0,99,0,3009,93,0,0,0,0,0,0,4,0,15,0,0,0,59,14,2,43,43,91,4,0,1,2,1,136
Souleyman Doumbia,7,606,7,0,1,0,0,0,0,0,0,0,0,0,0,4,7,1,1,0,1,0,1,11,7,7,7,255,291,1,11,39,7,36,0,0,0,0,0,0,0,0,0,0,5,0,437,1,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,16,16,2,0,0,1,0,0,14
Souleymane Bamba,28,2475,28,0,1,7,0,0,4,1,0,1,0,22,7,84,1,0,4,0,3,0,32,74,42,35,12,380,549,0,94,175,13,192,3,0,20,7,4,2,0,0,0,0,11,0,1083,27,0,0,0,0,0,0,0,0,0,0,0,0,52,7,2,176,176,44,1,0,3,1,4,19
Souleymane Camara,71,2238,18,53,12,1,0,0,6,3,0,3,0,54,20,7,43,6,29,3,26,0,1,23,16,33,48,504,678,6,69,84,24,163,0,1,46,18,6,8,2,0,0,1,35,0,1081,102,1,0,0,1,0,0,0,0,26,0,0,0,38,2,0,27,27,16,0,0,19,10,4,42
St&eacute;phane Mbia,5,447,5,0,1,1,0,0,0,0,0,0,0,1,0,7,0,0,1,0,1,0,4,1,0,5,8,168,187,0,12,20,1,20,1,0,0,0,0,1,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,25,25,5,0,0,0,0,0,1
Stanislav Lobotka,80,6460,72,8,15,4,0,0,0,1,0,1,0,24,6,70,19,4,32,1,31,0,11,109,73,67,108,3588,3970,4,43,514,82,342,0,1,5,3,0,19,3,0,0,0,65,0,4721,23,0,0,0,0,0,0,3,1,10,0,0,0,108,13,1,41,41,222,0,1,2,1,0,100
Stanley Amuzie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Nsoki,17,997,11,6,3,3,0,0,0,1,0,0,1,1,0,24,6,0,5,1,4,0,6,24,16,11,5,644,719,0,21,66,22,71,0,1,1,0,0,0,0,0,0,0,6,0,941,6,0,0,0,0,0,0,0,0,2,0,0,0,14,3,0,31,31,14,0,0,1,0,0,28
Stanley Segarel,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Steed Malbranque,13,361,3,10,2,2,0,0,0,0,0,0,0,6,2,9,5,2,6,1,6,0,1,10,8,8,5,167,199,2,4,34,7,26,0,0,3,1,0,3,1,0,0,0,7,0,261,6,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,15,0,0,0,0,0,8
Steeve Yago,43,3435,37,6,4,20,0,0,0,0,0,0,0,1,0,80,30,7,10,1,8,2,15,101,74,80,50,969,1314,7,43,207,18,208,0,2,1,0,0,0,0,0,0,1,20,1,2241,14,0,0,0,0,0,0,0,0,8,0,0,0,50,10,1,123,114,80,1,0,1,0,0,32
Stef Peeters,27,1511,16,11,7,4,0,0,0,2,1,1,1,22,7,13,106,26,33,5,14,17,3,35,19,32,6,466,626,1,9,98,7,57,0,0,10,5,0,12,2,0,0,0,18,0,912,23,1,0,0,1,26,5,64,60,19,2,1,0,30,2,0,10,10,43,2,0,0,4,0,12
Stefan Bajic,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0
Stefan Bell,81,7170,79,2,0,24,1,1,6,1,0,1,0,54,20,202,14,2,44,5,43,0,49,116,83,125,54,2618,3420,2,284,389,22,463,2,5,47,17,6,7,3,0,0,0,25,1,4527,91,0,0,0,0,0,0,0,0,14,0,0,0,125,18,1,378,363,342,1,0,10,3,4,26
Stefan Ilsanker,73,4855,53,20,5,15,1,2,0,1,0,1,0,18,4,142,22,4,24,1,22,1,24,153,111,99,48,2342,2924,4,160,286,14,371,2,1,12,4,0,6,0,0,0,0,14,0,3788,29,0,0,0,0,0,0,0,0,6,0,0,0,69,12,2,193,190,176,2,2,5,2,0,22
Stefan Johansen,12,411,4,8,3,4,0,0,0,0,0,0,0,1,0,3,9,1,1,0,1,0,0,11,3,6,2,200,250,1,3,35,2,18,0,0,0,0,0,1,0,0,0,0,2,0,308,3,0,0,0,0,0,0,2,2,4,1,0,0,12,0,0,5,5,13,0,0,0,0,0,3
Stefan Kiessling,28,823,6,22,2,0,0,0,4,1,0,1,0,25,11,2,3,0,10,2,9,0,0,16,9,16,23,173,270,0,65,25,2,101,0,0,25,11,4,0,0,0,0,0,28,0,444,52,1,1,0,0,0,0,0,0,9,0,0,0,14,1,0,17,17,3,0,0,3,6,3,13
Stefan Lainer,10,868,10,0,2,3,0,0,1,2,1,2,0,6,2,13,39,14,19,3,15,2,2,15,9,15,9,259,395,14,14,54,8,46,0,0,5,2,1,1,0,0,0,0,10,0,669,21,0,0,0,0,0,0,1,1,7,0,0,0,9,2,0,15,15,22,0,0,0,1,1,22
Stefan Lex,13,325,2,11,2,3,0,0,0,0,0,0,0,9,2,4,8,3,3,0,3,0,1,14,13,6,9,41,71,3,5,13,1,27,0,0,7,1,0,2,1,0,0,0,1,0,140,11,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,2,2,2,0,0,2,2,0,5
Stefan Mitrovic,43,3838,43,0,0,11,0,2,0,0,0,0,0,16,5,56,0,0,3,1,3,0,37,32,22,26,15,1651,1811,0,87,160,3,137,3,1,16,5,0,0,0,0,0,0,3,1,2217,26,0,0,0,0,0,0,0,0,1,0,0,0,54,10,0,180,180,129,0,1,1,1,0,3
Stefan Posch,34,2842,33,1,9,11,0,0,0,0,0,0,0,17,7,63,16,2,4,1,4,0,20,101,68,54,21,1548,1831,2,75,147,6,202,0,1,13,5,0,4,2,0,0,0,10,0,2375,23,0,0,0,0,0,0,0,0,2,0,0,0,43,6,2,92,92,81,1,2,0,0,0,12
Stefan Radu,97,8066,97,0,30,25,1,1,3,4,0,1,3,33,10,158,109,30,35,7,30,1,38,149,99,96,84,4000,4645,30,111,534,57,397,1,2,24,8,3,9,2,0,0,0,28,0,6090,63,0,0,0,0,0,0,2,0,19,1,0,0,101,22,1,298,293,212,0,2,1,1,0,68
Stefan Savic,82,6875,78,4,3,16,2,2,1,3,0,0,3,15,4,139,4,0,11,2,7,0,69,97,75,67,32,2224,2753,0,157,333,6,289,0,1,15,4,1,0,0,0,0,0,2,1,3647,37,0,0,0,0,0,0,0,0,4,0,0,0,51,41,1,403,393,286,0,1,4,0,0,7
Stefan Silva,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Stefan Simic,9,553,6,3,1,2,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,3,13,8,10,10,162,203,0,9,27,0,32,0,0,2,1,0,0,0,0,0,0,0,0,300,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,41,41,18,0,1,0,0,0,1
Stefan de Vrij,100,8578,99,1,12,9,0,0,10,6,0,3,3,45,16,167,3,0,22,3,16,0,73,117,85,64,32,4385,4858,0,155,632,24,324,2,1,39,15,9,6,1,1,0,0,8,1,5902,69,0,0,0,0,0,0,0,0,3,0,0,0,101,31,2,383,381,347,0,0,1,3,5,25
Stefano Ciavattini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Denswil,7,630,7,0,0,3,0,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,3,12,8,6,12,306,345,0,25,37,1,47,0,0,1,0,0,0,0,0,0,0,0,0,441,1,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,24,24,16,0,0,0,0,0,2
Stefano Greco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Mazzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Okaka,59,2818,29,30,18,16,0,0,14,2,1,2,0,69,28,3,8,1,41,4,39,0,2,34,22,103,77,516,746,1,130,116,73,308,0,1,59,27,14,10,1,0,0,0,111,0,1425,147,0,0,0,0,0,0,0,0,15,0,0,0,56,3,0,28,28,20,4,0,24,5,8,100
Stefano Pettinari,6,255,2,4,1,1,0,0,0,0,0,0,0,9,1,2,0,0,2,0,2,0,0,4,2,12,10,58,73,0,5,11,6,24,0,0,7,1,0,2,0,0,0,0,6,0,132,24,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,2,3,0,0,3,0,0,8
Stefano Piccinini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Russo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Sabelli,9,810,9,0,0,1,0,0,0,0,0,0,0,4,3,14,25,4,6,2,6,0,1,19,11,10,27,276,404,4,9,60,7,60,0,0,0,0,0,4,3,0,0,0,7,1,696,5,0,0,0,0,0,0,0,0,11,0,0,0,14,3,0,20,20,25,1,1,0,0,0,10
Stefano Sensi,68,4672,53,15,22,13,0,0,8,6,0,4,2,89,28,81,210,54,100,10,59,35,15,91,57,73,160,2405,2771,8,24,358,50,323,1,0,30,13,5,59,15,3,2,3,69,0,3846,67,0,0,0,0,35,6,146,122,34,11,3,0,87,5,0,38,38,187,5,1,2,3,2,76
Stefano Sorrentino,103,9269,103,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,1,0,15,1602,2752,0,19,782,1,31,3,3,0,0,0,0,0,0,0,0,0,0,3704,0,0,0,0,0,0,0,0,0,1,0,0,0,172,22,0,85,85,879,0,1,0,0,0,1
Stefano Sturaro,38,1865,23,15,15,6,0,1,1,1,1,1,0,30,10,13,23,4,21,2,18,2,5,55,40,38,44,545,686,3,30,101,14,140,0,1,20,7,0,10,3,1,0,1,27,0,1076,57,0,0,0,0,1,1,2,0,10,0,0,0,16,4,0,26,26,42,1,0,6,2,0,22
Stefano Turati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefanos Kapino,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Stephan Ambrosius,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0
Stephan El Shaarawy,93,5895,67,26,36,3,0,0,26,11,1,11,0,208,82,61,103,24,92,18,76,5,4,63,40,40,90,2013,2459,16,51,257,116,318,0,0,131,60,22,77,22,4,0,3,82,0,3703,333,0,0,0,0,0,0,26,17,57,1,1,1,63,10,0,28,28,92,9,0,40,20,15,234
Stephan Lichtsteiner,74,5053,60,14,28,15,1,1,1,5,0,5,0,12,4,50,169,25,30,4,25,0,15,82,61,63,69,2057,2602,25,68,226,37,253,1,1,7,4,1,5,0,0,0,0,42,0,3894,53,1,0,0,1,0,0,0,0,38,0,0,0,67,9,1,104,103,106,2,0,8,3,1,58
Stephane Bahoken,67,4564,55,12,40,10,0,0,20,2,0,2,0,114,53,17,73,12,43,5,41,0,4,32,19,109,61,617,829,12,72,101,15,177,0,0,87,45,18,27,8,2,0,0,104,0,1621,197,4,3,0,1,0,0,1,0,48,2,0,0,60,3,1,5,5,13,1,0,51,16,16,39
Stephane Darbion,23,1707,20,3,5,2,0,0,3,2,0,2,0,18,7,25,76,18,20,4,17,1,2,19,14,14,31,496,621,15,11,102,21,82,0,0,14,7,3,4,0,0,0,0,44,0,1004,34,0,0,0,0,3,0,21,11,10,0,0,0,34,2,0,13,13,9,2,0,5,0,3,46
Stephane Omeonga,22,837,6,16,1,3,0,1,0,0,0,0,0,14,4,5,15,3,11,0,11,0,1,26,16,20,10,293,345,3,10,67,18,64,0,0,5,2,0,9,2,0,0,0,19,0,528,11,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,8,8,12,0,0,0,0,0,24
Stephane Ruffier,111,9952,111,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,2012,3221,0,27,897,0,31,3,2,0,0,0,0,0,0,0,0,0,0,4220,2,0,0,0,0,0,0,0,0,1,0,0,0,135,37,1,81,80,748,0,2,0,0,0,0
