Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Felipe,HAN,BUND,D,17,1096,14,3,4,4,1,1,2,0,0,0,0,10,2,36,1,0,0,0,0,0,9,23,15,17,17,370,495,0,31,52,2,72,0,0,8,2,2,2,0,0,0,0,4,0,693,13,0,0,0,0,0,0,0,0,0,1,0,0,22,2,1,69,69,40,0,0,0,0,1,3
Federico Di Francesco,SAS,SERI,F/M,19,1080,14,5,12,2,0,0,2,2,0,1,1,25,11,5,20,1,11,2,8,0,1,10,6,25,18,298,348,1,4,46,13,45,0,0,19,8,2,6,3,0,0,1,19,0,554,48,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,2,2,12,0,0,7,5,1,22
Karim Bellarabi,LEV,BUND,M,19,1057,14,5,7,4,0,1,5,4,1,4,0,43,11,10,63,12,26,7,22,0,0,13,6,17,13,316,420,12,1,60,19,46,0,0,24,7,5,19,4,0,0,0,28,0,705,46,0,0,0,0,0,0,0,0,22,0,0,0,13,3,0,5,5,11,2,0,3,2,2,38
Cristian Tello,BET,LIGA,M,29,1559,13,16,1,4,0,0,4,6,0,6,0,36,18,16,44,10,28,7,20,1,0,32,20,7,12,665,778,9,4,96,26,74,0,1,25,11,1,11,7,3,0,1,14,0,1168,95,0,0,0,0,1,0,12,8,24,6,4,3,22,2,1,10,10,32,0,0,5,4,0,52
Aleksandar Dragovic,LEV,BUND,D,19,1362,13,6,1,4,0,0,2,0,0,0,0,4,3,25,0,0,3,0,3,0,8,19,12,11,6,1018,1131,0,29,70,0,53,0,0,3,3,2,1,0,0,0,0,1,0,1300,8,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,62,62,108,0,0,1,0,2,0
Andre Gray,WAT,EPL,F,29,1360,13,16,8,2,0,0,7,2,0,2,0,35,17,2,8,2,14,3,12,0,1,3,1,12,9,155,236,2,17,22,8,37,0,0,31,17,7,4,0,0,0,0,20,0,431,87,0,0,0,0,0,0,0,0,9,0,0,0,23,0,0,4,4,4,0,0,15,10,4,23
Manuel Pasqual,EMP,SERI,D,22,1339,13,9,6,2,0,0,1,2,0,1,1,8,1,12,170,31,21,2,13,6,0,27,19,13,10,548,749,21,3,65,2,42,0,0,4,1,1,4,0,0,1,0,6,0,1196,12,1,1,0,0,6,1,44,43,23,2,0,0,31,1,0,26,26,48,0,0,0,0,1,7
Lautaro Martinez,INT,SERI,F,27,1336,13,14,4,4,0,0,6,2,0,2,0,64,20,3,12,2,21,4,18,0,0,6,5,27,42,169,241,2,33,40,13,93,0,0,53,18,6,11,2,0,0,0,31,0,553,100,1,1,0,0,0,0,0,0,11,0,0,0,17,3,0,7,7,12,2,0,3,7,1,28
Laurent Koscielny,ARS,EPL,D,17,1330,13,4,1,1,0,0,3,0,0,0,0,5,4,30,0,0,2,0,2,0,15,19,11,9,14,819,891,0,25,80,1,59,0,0,5,4,3,0,0,0,0,0,3,0,1082,12,0,0,0,0,0,0,0,0,2,0,0,0,23,3,0,70,70,59,0,0,0,1,3,1
Bebe,RV,LIGA,F,27,1296,13,14,6,6,0,0,1,1,0,1,0,59,12,9,108,26,22,4,17,4,1,19,9,22,9,263,386,22,24,82,34,86,0,1,9,2,1,50,10,0,0,1,30,0,812,22,0,0,0,0,1,0,11,9,25,4,1,0,28,1,0,13,13,18,0,0,8,1,1,60
William Saliba,ETI,FRAN,D,16,1277,13,3,2,1,0,0,0,0,0,0,0,4,2,28,0,0,1,0,1,0,10,32,20,9,11,552,644,0,28,88,9,80,0,2,4,2,0,0,0,0,0,0,8,0,857,11,0,0,0,0,0,0,0,0,1,0,0,0,11,7,2,43,43,46,0,0,0,0,0,10
Victor Sanchez,ESP,LIGA,M/D,24,1257,13,11,4,9,0,0,0,2,0,2,0,12,2,25,17,3,8,1,4,2,2,45,30,48,36,434,533,1,25,69,6,108,0,0,3,0,0,9,2,0,0,0,13,0,792,14,0,0,0,0,0,0,7,5,9,0,0,0,22,2,0,24,24,22,0,0,2,0,0,11
Adnan Januzaj,RSO,LIGA,M,20,1252,13,7,5,1,0,0,1,3,1,3,0,32,6,6,118,39,30,4,13,14,0,11,8,16,35,325,431,14,3,59,65,114,0,0,16,4,1,16,2,0,0,0,51,0,913,65,0,0,0,0,12,3,66,60,26,5,2,0,11,3,0,4,4,29,1,0,5,2,1,105
Chema,LEV,LIGA,D,19,1251,13,6,4,7,0,0,2,0,0,0,0,6,2,19,0,0,3,2,3,0,11,27,19,19,5,274,371,0,32,51,2,65,0,0,3,1,1,3,1,1,0,0,1,0,551,3,0,0,0,0,0,0,0,0,2,0,0,0,23,2,0,82,82,36,0,0,0,1,1,2
Kevin Danso,AUG,BUND,D,18,1247,13,5,1,3,0,0,1,1,0,1,0,10,5,19,1,0,2,1,1,0,17,25,14,16,15,445,597,0,48,50,2,87,0,0,10,5,1,0,0,0,0,0,5,1,828,16,0,0,0,0,0,0,0,0,3,0,0,0,31,3,0,72,72,59,0,0,0,0,0,5
Dani Ceballos,RMD,LIGA,M,23,1246,13,10,8,3,0,0,3,0,0,0,0,22,5,15,8,2,24,1,24,0,1,32,21,16,40,940,1015,2,9,102,14,95,0,0,11,3,1,11,2,2,0,0,28,0,1298,32,0,0,0,0,1,0,2,0,10,1,1,1,13,1,0,4,4,46,0,0,1,1,1,32
Yaya Sanogo,TFC,FRAN,F,21,1242,13,8,7,3,0,0,3,0,0,0,0,46,19,3,2,1,11,0,11,0,0,4,2,41,27,163,256,1,65,41,4,98,0,0,42,17,3,4,2,0,0,1,24,0,471,98,1,1,0,0,0,0,0,0,14,0,0,0,16,2,1,15,15,3,0,0,5,8,3,15
Ross Barkley,CHE,EPL,M,27,1241,13,14,10,1,0,0,3,5,0,5,0,41,9,9,7,1,22,4,17,0,1,15,10,14,27,870,954,1,19,89,15,76,1,1,20,4,2,21,5,1,0,0,33,0,1194,40,0,0,0,0,0,0,0,0,7,1,0,0,13,2,0,13,13,40,2,0,0,3,2,22
Simon Francis,BOU,EPL,D,17,1227,13,4,1,1,0,0,0,2,0,1,1,3,1,18,32,11,10,0,8,0,7,25,14,10,8,480,655,11,47,65,5,85,0,1,0,0,0,3,1,0,0,0,7,0,1014,13,0,0,0,0,0,0,1,0,7,1,0,0,24,4,0,66,66,31,0,0,3,0,0,9
Yann Karamoh,GDB,FRAN,M,22,1224,13,9,8,2,0,0,3,1,0,1,0,36,11,6,69,20,26,2,22,3,0,7,3,11,27,354,458,10,0,67,44,78,0,0,19,4,1,17,7,2,0,0,37,0,825,48,0,0,0,0,4,0,26,22,17,1,1,0,14,2,0,3,3,12,2,0,4,6,0,81
Vincent Kompany,MCI,EPL,D,17,1223,13,4,3,6,0,0,1,0,0,0,0,5,1,16,0,0,1,0,1,0,8,16,10,17,0,1142,1227,0,36,68,3,55,0,0,3,0,0,2,1,1,0,0,0,0,1356,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,55,55,63,0,0,1,0,0,4
David Zurutuza,RSO,LIGA,M,21,1223,13,8,7,2,0,0,2,0,0,0,0,10,2,24,6,1,10,1,9,0,4,27,16,18,36,487,603,1,40,88,5,102,1,0,6,2,2,4,0,0,0,0,26,0,846,16,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,21,21,24,2,0,2,1,1,11
Patrick Erras,FCN,BUND,M,19,1219,13,6,1,1,0,0,0,1,0,1,0,8,1,23,0,0,8,1,7,0,13,15,10,9,3,372,467,0,46,51,0,64,0,0,5,1,0,3,0,0,0,0,3,0,611,9,0,0,0,0,0,0,0,0,1,0,0,0,32,1,1,45,45,15,0,0,0,0,0,0
Gerard Gumbau,LGN,LIGA,M,16,1196,13,3,0,4,1,1,1,1,0,1,0,19,6,13,37,8,7,0,5,1,2,22,16,28,11,302,399,4,15,61,4,52,0,0,8,4,1,11,2,0,0,0,4,0,579,12,1,1,0,0,7,1,12,11,5,3,0,0,19,1,0,12,12,27,0,0,0,2,1,4
Samuel Umtiti,BAR,LIGA,D,14,1190,13,1,1,4,0,0,0,1,0,0,1,2,0,18,0,0,1,1,0,0,8,8,5,13,16,839,888,0,12,82,4,39,0,2,2,0,0,0,0,0,0,0,4,0,1000,3,0,0,0,0,0,0,0,0,1,0,0,0,16,5,0,27,27,31,0,0,2,0,0,5
Matt Targett,SOU,EPL,D,16,1187,13,3,2,2,0,0,1,3,0,3,0,11,3,27,77,23,23,4,11,9,3,27,19,6,10,309,442,9,17,56,1,55,0,0,7,2,1,4,1,0,0,0,6,0,837,28,0,0,0,0,11,7,20,18,12,1,0,0,25,0,0,31,31,22,1,0,1,0,0,5
Adrien Silva,ASM,FRAN,M,15,1183,13,2,1,6,0,0,0,0,0,0,0,9,3,16,6,3,6,1,5,1,2,49,31,22,16,603,728,2,20,118,14,99,0,0,0,0,0,9,3,0,0,0,14,0,961,0,0,0,0,0,3,1,0,0,3,1,0,0,16,5,0,22,22,52,0,0,0,0,0,24
Massimo Gobbi,PAR,SERI,M/D,16,1183,13,3,2,3,0,0,0,1,0,1,0,3,0,9,21,5,8,0,6,1,8,15,7,24,6,346,460,5,8,60,2,31,0,0,2,0,0,1,0,0,0,0,2,0,736,4,0,0,0,0,0,0,0,0,3,0,0,0,26,1,1,40,40,26,0,0,0,0,0,2
Elias Kachunga,HUD,EPL,F/M,20,1181,13,7,6,2,0,0,0,0,0,0,0,14,3,4,15,5,5,0,5,0,1,22,9,24,21,211,296,5,23,43,10,76,0,0,11,3,0,3,0,0,0,0,20,0,500,25,0,0,0,0,0,0,0,0,7,0,0,0,30,1,1,9,9,4,0,0,9,1,0,26
Mattias Svanberg,BGN,SERI,M,23,1174,13,10,8,2,0,0,0,3,0,2,1,22,2,11,20,6,16,1,11,2,6,22,11,27,33,241,311,2,10,51,9,73,0,2,8,0,0,14,2,0,0,0,16,0,541,18,0,0,0,0,1,0,13,9,8,0,0,0,24,1,0,12,12,16,0,0,1,1,0,19
Sebastien De Maio,UDN,SERI,D,16,1173,13,3,3,0,1,1,1,0,0,0,0,12,2,12,3,1,3,0,3,0,17,11,7,10,5,315,407,1,38,51,4,55,0,0,8,2,1,4,0,0,0,0,1,0,630,17,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,89,89,36,0,0,1,1,1,6
David Costas,CEL,LIGA,D,15,1173,13,2,1,4,0,0,0,0,0,0,0,2,1,18,1,0,0,0,0,0,6,25,13,16,7,601,682,0,30,63,1,61,0,1,2,1,0,0,0,0,0,0,5,0,839,7,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,54,54,48,0,0,1,0,0,3
Bobby Allain,DIJ,FRAN,G,13,1170,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,226,391,0,12,149,0,14,0,1,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,21,21,148,0,0,0,0,0,0
Wesley Hoedt,SOU,EPL,D,13,1170,13,0,0,2,0,0,0,0,0,0,0,6,1,22,2,0,1,0,1,0,13,29,12,15,15,488,622,0,33,80,5,82,0,2,5,1,0,1,0,0,0,0,5,2,832,7,0,0,0,0,0,0,0,0,1,0,0,0,24,4,0,75,75,56,0,2,0,1,0,6
Sergio Alvarez,CEL,LIGA,G,13,1170,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257,411,0,4,115,0,5,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,7,7,102,0,0,0,0,0,0
Charles Traore,FCN,FRAN,D,13,1164,13,0,1,3,0,0,0,0,0,0,0,7,3,17,28,8,6,3,6,0,3,40,20,26,22,299,421,8,28,73,1,89,0,0,1,0,0,6,3,0,0,0,9,0,797,10,0,0,0,0,0,0,0,0,5,0,0,0,10,3,1,33,33,17,0,0,0,0,0,3
Jordan Torunarigha,HB,BUND,D,14,1161,13,1,2,2,1,1,2,2,0,2,0,7,2,30,3,2,5,2,2,1,7,33,29,26,6,377,477,2,38,60,1,78,0,0,6,2,2,1,0,0,0,0,6,0,689,11,0,0,0,0,0,0,0,0,1,0,0,0,16,5,0,54,54,43,0,0,0,0,1,5
Cristian Molinaro,FRO,SERI,D,14,1160,13,1,2,2,0,0,0,0,0,0,0,1,0,15,38,11,14,1,14,0,4,15,10,15,22,309,438,11,19,72,7,60,0,0,1,0,0,0,0,0,0,0,4,0,731,6,0,0,0,0,1,0,0,0,10,0,0,0,31,1,0,37,37,33,0,0,4,0,0,12
Christopher Nkunku,PSG,FRAN,M,22,1155,13,9,6,0,0,0,3,2,0,2,0,23,6,9,15,3,17,6,15,0,2,22,15,21,30,558,613,3,12,56,23,86,0,1,12,5,3,11,1,0,0,0,20,0,866,39,0,0,0,0,0,0,4,2,10,0,0,0,9,4,0,6,6,8,4,0,0,3,2,38
Alex Meret,NAP,SERI,G,14,1151,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,228,309,0,4,77,0,6,0,1,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,10,10,52,0,0,0,0,0,0
Nathaniel Clyne,BOU,EPL,D,14,1145,13,1,4,2,0,0,0,1,1,1,0,2,0,16,18,4,4,0,3,0,3,33,18,9,3,345,459,4,5,58,4,45,0,1,2,0,0,0,0,0,0,0,10,0,740,18,0,0,0,0,0,0,0,0,6,0,0,0,25,3,0,27,27,15,2,1,0,0,0,9
James Rodriguez,MUN,BUND,M,20,1142,13,7,11,2,0,0,7,3,2,1,2,36,19,4,84,32,52,8,33,16,0,12,8,7,15,765,877,8,3,73,16,46,0,0,21,13,5,15,6,2,0,1,12,0,1128,61,0,0,0,0,12,3,59,47,15,5,2,0,14,1,0,1,1,47,3,0,5,4,4,26
Nicola Sansone,BGN,SERI,F,15,1142,13,2,4,3,1,1,2,4,0,2,2,30,12,9,29,5,19,6,15,0,1,29,17,26,28,267,346,2,8,58,12,76,0,0,18,10,2,12,2,0,0,1,27,0,621,52,0,0,0,0,2,1,8,4,11,1,0,0,16,3,0,4,4,6,2,0,4,0,1,31
Tommy Smith,HUD,EPL,D,15,1142,13,2,1,2,0,1,0,0,0,0,0,3,0,18,24,5,7,0,7,0,4,26,13,10,6,365,488,5,14,65,3,49,0,0,1,0,0,2,0,0,0,0,3,0,743,9,0,0,0,0,0,0,0,0,3,0,0,0,35,1,0,27,27,32,0,0,0,0,0,5
Elvis Rexhbecaj,WOL,BUND,M,24,1141,13,11,11,4,0,0,2,2,1,2,0,10,4,14,13,4,7,3,5,0,2,28,18,12,34,273,388,4,23,76,9,90,0,0,3,2,2,7,2,0,0,0,18,0,649,18,0,0,0,0,0,0,2,2,7,0,0,0,16,1,0,16,16,22,1,0,0,0,1,13
Christoph Kramer,BM,BUND,M,18,1136,13,5,5,6,0,0,2,1,0,0,1,8,3,21,5,0,9,2,8,0,4,41,22,24,14,652,732,0,16,77,9,79,0,0,4,1,1,4,2,1,0,0,16,0,943,14,0,0,0,0,0,0,0,0,4,0,0,0,21,2,0,22,22,26,1,0,0,0,1,16
Alfie Mawson,FUL,EPL,D,15,1130,13,2,2,2,0,0,0,0,0,0,0,2,1,19,3,0,2,0,2,0,17,11,7,6,5,393,477,0,32,64,0,48,0,1,2,1,0,0,0,0,0,0,0,0,628,7,0,0,0,0,0,0,0,0,1,0,0,0,26,1,0,64,64,45,0,0,0,1,0,0
Lukas Lerager,GEN,SERI,M,14,1124,13,1,3,4,0,0,1,0,0,0,0,15,5,18,16,7,18,1,18,0,1,34,18,27,22,296,395,7,27,48,4,87,0,0,10,5,1,5,0,0,0,0,12,0,566,21,0,0,0,0,0,0,0,0,4,0,0,0,14,2,0,11,11,13,0,0,1,1,1,6
Lyanco,BGN,SERI,D,13,1122,13,0,2,1,1,1,1,0,0,0,0,8,2,23,0,0,3,1,3,0,16,29,18,11,3,425,529,0,28,102,9,69,0,0,4,2,1,4,0,0,0,0,5,0,737,8,0,0,0,0,0,0,0,0,1,0,0,0,16,3,0,56,56,44,0,0,2,0,1,16
Sergio Reguilon,RMD,LIGA,D,14,1121,13,1,3,3,0,0,0,2,0,2,0,6,0,20,34,4,17,2,15,0,3,25,14,24,29,572,666,4,15,69,11,78,0,1,3,0,0,3,0,0,0,0,5,0,990,22,0,0,0,0,0,0,1,1,11,0,0,0,9,5,0,35,35,33,0,0,0,0,0,22
Tin Jedvaj,LEV,BUND,D,16,1119,13,3,3,3,0,0,0,0,0,0,0,9,3,22,11,0,3,0,3,0,2,23,15,13,8,494,621,0,23,51,7,61,0,0,4,1,0,5,2,0,0,0,8,0,919,15,0,0,0,0,0,0,0,0,5,0,0,0,23,2,0,49,49,35,1,0,1,1,0,12
Lucas Hernandez,ATL,LIGA,D,14,1118,13,1,3,5,0,0,1,0,0,0,0,5,1,14,10,3,3,2,3,0,9,35,25,13,20,414,509,3,22,67,6,82,0,0,4,1,1,1,0,0,0,0,6,0,733,16,0,0,0,0,0,0,0,0,7,0,0,0,8,4,0,47,47,21,0,0,0,0,1,10
Sehrou Guirassy,ASC,FRAN,F,13,1115,13,0,3,0,0,1,3,1,0,1,0,27,10,4,10,1,13,4,11,0,0,7,5,16,40,208,319,1,93,38,9,147,0,0,17,7,3,10,3,0,0,0,31,0,578,40,0,0,0,0,0,0,0,0,3,2,1,0,11,4,0,14,14,7,0,0,7,5,3,24
Lucas Biglia,MIL,SERI,M/D,16,1114,13,3,3,3,0,0,1,0,0,0,0,7,2,22,3,2,12,0,12,0,3,60,33,21,16,751,831,2,10,108,3,88,0,1,0,0,0,7,2,1,1,0,12,0,1026,2,0,0,0,0,0,0,1,1,0,1,1,1,15,0,1,21,21,58,0,0,0,0,0,4
Niclas Fullkrug,HAN,BUND,F,14,1112,13,1,2,1,0,0,2,1,0,1,0,37,13,1,6,1,13,1,12,0,4,3,0,20,14,261,380,1,65,23,5,87,0,0,27,11,2,10,2,0,0,0,18,0,571,54,1,1,0,0,0,0,0,0,10,0,0,0,27,1,0,15,15,11,1,0,5,3,1,19
Gonzalo Higuain,CHE,EPL,F,14,1092,13,1,8,0,0,0,5,0,0,0,0,46,15,1,2,0,15,2,15,0,0,10,7,6,2,244,316,0,7,28,9,28,0,0,32,11,4,14,4,1,0,0,20,0,462,57,0,0,0,0,0,0,0,0,14,0,0,0,15,1,0,5,5,13,0,0,11,5,1,21
Youri Tielemans,LEI,EPL,M,13,1091,13,0,6,2,0,0,3,4,1,4,0,31,12,5,16,2,16,6,12,0,2,17,8,10,15,545,641,2,12,75,12,54,0,1,7,4,2,24,8,1,0,0,15,0,829,18,0,0,0,0,1,0,1,1,3,2,1,0,14,3,0,11,11,44,6,0,0,0,2,18
Alvaro Morata,ATL,LIGA,F,15,1089,13,2,8,5,0,0,6,1,0,1,0,30,13,5,7,0,5,1,4,0,0,20,14,29,19,152,256,0,61,33,19,116,0,0,29,13,6,1,0,0,0,0,22,0,460,70,0,0,0,0,0,0,0,0,5,0,0,0,13,2,0,13,13,1,1,0,14,9,5,25
Roberto Gagliardini,INT,SERI,M,19,1085,13,6,5,4,0,0,5,0,0,0,0,25,10,16,2,2,14,1,14,0,3,23,14,28,19,696,795,2,37,46,5,83,0,0,18,7,5,7,3,0,0,0,10,0,985,37,0,0,0,0,0,0,0,0,5,0,0,0,9,5,0,18,18,23,2,0,1,2,3,9
Philipp Bargfrede,BRE,BUND,M,15,1084,13,2,8,6,0,0,0,0,0,0,0,7,1,34,2,0,4,0,4,0,11,23,15,25,16,452,552,0,29,78,3,69,0,1,1,1,0,6,0,0,0,0,6,0,763,2,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,45,45,37,0,0,0,0,0,6
Leonardo Bittencourt,HOF,BUND,M,21,1069,13,8,8,1,0,0,1,3,0,3,0,23,9,13,43,11,22,3,13,6,1,37,26,17,30,341,425,4,7,66,10,83,0,0,12,6,1,11,3,0,0,0,14,0,695,34,0,0,0,0,3,0,19,18,9,0,0,0,21,1,0,6,6,8,0,0,3,4,0,23
Oliver Fink,DUS,BUND,M,19,1066,13,6,8,5,0,0,3,0,0,0,0,12,3,13,11,2,6,1,6,0,3,38,22,27,20,226,386,2,72,79,9,138,0,0,7,1,1,5,2,2,0,0,23,0,618,26,0,0,0,0,0,0,0,0,6,0,0,0,19,1,0,21,21,7,0,0,3,1,0,16
Steven Zuber,SGT,BUND,M,13,1058,13,0,8,3,0,0,5,1,0,1,0,32,9,6,27,5,9,2,8,0,2,6,3,14,16,284,372,5,10,53,5,37,0,0,14,6,3,18,3,2,0,0,25,0,581,28,1,1,0,0,0,0,3,1,8,0,0,0,27,0,0,6,6,16,2,0,0,0,4,9
Fred,MUN,EPL,M,17,1042,13,4,8,2,0,0,1,1,0,1,0,17,2,16,13,5,12,1,10,1,2,29,17,25,18,664,769,2,3,105,10,60,1,1,5,1,1,12,1,0,0,0,18,0,988,12,0,0,0,0,3,2,4,3,5,1,1,0,19,0,1,8,8,60,1,0,1,1,0,16
Dennis Aogo,SGT,BUND,D,15,1027,13,2,5,1,0,0,0,0,0,0,0,10,1,8,52,16,15,1,8,7,1,14,9,9,6,450,517,5,11,63,5,36,0,0,3,1,0,7,0,0,0,0,7,0,678,8,0,0,0,0,10,3,27,27,4,2,0,0,18,3,0,19,19,36,0,0,2,1,0,6
Amath Ndiaye,GET,LIGA,F,15,1011,13,2,11,4,0,0,1,2,0,2,0,15,6,10,11,2,10,2,8,0,0,20,13,27,21,140,195,2,12,55,20,73,0,0,10,4,1,5,2,0,0,0,26,0,446,44,0,0,0,0,0,0,1,1,6,0,0,0,10,1,0,7,7,10,0,0,3,1,0,45
Patrick Cutrone,MIL,SERI,F,34,1438,12,22,3,2,0,0,3,2,0,2,0,34,14,7,17,4,21,2,19,0,2,9,5,27,21,234,315,4,19,52,5,52,0,0,25,10,3,9,4,0,0,0,26,0,577,76,0,0,0,0,0,0,0,0,13,0,0,0,13,4,0,12,12,4,1,0,12,2,2,16
Lucas Alario,LEV,BUND,F,28,1338,12,16,7,1,0,0,11,3,0,3,0,45,18,1,5,1,16,2,13,0,0,16,8,23,25,335,444,1,42,40,5,87,0,0,42,18,11,3,0,0,0,0,24,0,674,87,0,0,0,0,0,0,0,0,6,0,0,0,17,2,0,13,13,7,0,0,14,4,6,15
Maxwel Cornet,OL,FRAN,F,27,1276,12,15,8,2,0,0,7,5,0,5,0,47,22,5,53,8,24,6,17,2,0,14,11,8,18,321,412,6,19,51,22,73,0,0,36,19,6,11,3,1,0,0,29,0,728,85,0,0,0,0,3,0,16,14,20,2,0,0,22,2,0,8,8,2,1,0,9,7,6,51
Daniel Ginczek,WOL,BUND,F,24,1271,12,12,7,4,0,0,6,2,0,2,0,35,14,3,18,7,13,3,11,0,2,9,7,14,14,198,336,7,28,47,14,64,0,1,24,12,5,11,2,1,0,0,24,0,574,69,0,0,0,0,0,0,0,0,11,0,0,0,16,3,0,19,19,16,0,0,4,2,3,24
Shane Long,SOU,EPL,F,26,1270,12,14,11,3,0,0,5,1,0,1,0,30,10,7,14,1,13,3,11,0,1,15,8,26,23,197,305,1,73,39,4,114,0,0,25,9,5,5,1,0,0,1,22,0,558,62,0,0,0,0,0,0,0,0,7,0,0,0,24,0,0,18,18,1,0,0,12,6,5,12
Jeremy Gelin,REN,FRAN,D,22,1269,12,10,0,3,0,1,0,0,0,0,0,7,2,19,0,0,5,0,5,0,6,30,16,17,8,691,794,0,14,83,6,57,0,0,3,1,0,4,1,0,0,0,2,0,934,5,0,0,0,0,0,0,0,0,1,0,0,0,25,3,0,28,28,73,0,0,0,0,0,7
Carlos Bacca,VIL,LIGA,F,33,1259,12,21,11,3,0,0,6,1,0,1,0,31,15,8,6,0,23,2,22,0,0,4,2,19,9,184,270,0,22,30,12,46,0,0,23,13,6,8,2,0,1,0,27,0,431,73,1,1,0,0,0,0,1,0,8,1,1,1,17,0,0,5,5,11,0,0,15,4,3,19
Anthony Limbombe,FCN,FRAN,M,29,1232,12,17,10,2,0,0,1,1,0,1,0,42,12,8,42,10,30,5,28,0,0,12,10,6,27,317,417,10,13,62,11,63,0,0,24,5,0,18,7,1,0,0,19,0,677,82,0,0,0,0,0,0,2,2,13,1,1,1,14,1,0,9,9,6,0,0,9,1,0,23
Jurgen Locadia,BHA,EPL,F,26,1229,12,14,5,1,0,0,2,0,0,0,0,28,10,9,12,4,13,1,13,0,0,15,10,22,11,241,331,4,23,56,5,54,0,0,18,7,2,10,3,0,0,0,16,0,525,46,0,0,0,0,0,0,0,0,11,1,0,0,20,2,0,9,9,17,0,0,11,3,2,8
Borja Valero,INT,SERI,M,27,1226,12,15,9,4,0,0,0,1,0,1,0,12,1,17,12,5,20,2,19,0,1,22,19,20,23,1093,1167,4,3,97,5,53,1,1,7,0,0,5,1,0,0,0,4,0,1344,15,0,0,0,0,0,0,1,1,2,0,0,0,12,2,0,20,20,55,1,0,0,0,0,7
Bobby Wood,HAN,BUND,F,20,1183,12,8,6,1,0,0,3,1,0,1,0,18,9,4,10,2,11,3,10,0,0,13,10,18,13,226,287,2,25,40,5,56,0,0,14,7,3,4,2,0,0,0,58,0,501,42,0,0,0,0,0,0,0,0,9,0,0,0,28,0,0,6,6,6,1,0,3,3,2,19
Fabio Ceravolo,PAR,SERI,F,25,1183,12,13,9,1,0,0,2,0,0,0,0,20,9,2,5,1,10,0,10,0,1,5,1,22,21,189,260,1,23,37,14,63,0,0,16,6,2,4,3,0,0,0,33,0,458,41,2,1,0,1,0,0,0,0,8,0,0,0,19,1,0,19,19,3,0,0,30,5,2,26
Robert Beric,ETI,FRAN,F,23,1171,12,11,7,0,0,0,9,1,0,0,1,37,20,4,3,0,8,2,7,0,2,12,5,32,23,137,198,0,30,23,6,71,0,0,33,18,9,4,2,0,0,0,16,0,389,67,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,3,3,0,0,0,4,5,8,16
Miha Zajc,EMP,SERI,M,20,1165,12,8,7,1,1,1,3,2,1,2,0,55,13,5,58,18,23,3,12,9,4,6,4,17,11,441,531,3,8,56,28,53,0,0,33,8,3,22,5,0,0,0,21,0,816,64,0,0,0,0,5,1,54,45,10,5,0,0,25,1,0,8,8,19,1,0,5,5,0,45
Faouzi Ghoulam,NAP,SERI,D,16,1153,12,4,3,2,0,0,1,3,0,2,1,9,3,8,112,22,25,5,16,6,2,9,7,12,18,709,795,7,32,59,1,59,0,0,7,3,1,2,0,0,0,0,3,0,1122,20,0,0,0,0,9,2,50,46,15,0,0,0,12,3,0,13,13,22,1,0,3,1,1,4
Alvaro Medran,RV,LIGA,M,21,1147,12,9,7,6,1,1,3,0,0,0,0,24,9,17,52,15,29,0,13,16,1,15,8,25,18,604,727,1,11,93,20,64,0,0,7,5,2,17,4,1,0,0,17,0,963,16,0,0,0,0,9,1,41,35,9,3,1,0,24,1,1,8,8,55,0,0,2,2,2,31
Romain Saiss,WLV,EPL,M/D,19,1144,12,7,2,7,0,0,2,0,0,0,0,11,5,26,9,2,4,2,4,0,12,39,26,27,8,568,737,2,60,82,5,109,0,0,7,5,2,4,0,0,0,0,2,0,960,11,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,58,58,61,0,0,0,0,1,7
